 "command";"executable";"simtype";"ncores";"nodes";"atomics/node";"iterations";"% remotes";"% priority";"end time" ;"branch-misses";"branch-misses (of all branches          (50.56%))";"branches";"branches (M/sec                    (50.12%))";"context-switches";"context-switches (M/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (50.10%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (M/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (49.79%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (50.35%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;80;0.0;1000000;13640432.0;0.0252;541905847.0;206.157;9984.0;0.004;147.0;0.056;9194768127.0;3.498;7779561780.0;0.85;54477.0;0.021;5499296483.0;0.5981000000000001;430316255.0;0.046799999999999994;2628.604302;5.266;0.49917429
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;80;0.0;1000000;15242753.0;0.0287;531565426.0;200.13;10110.0;0.004;37.0;0.014;9254494079.0;3.484;7746762027.0;0.84;54465.0;0.021;5583368136.0;0.6033;439961192.0;0.0475;2656.105132;5.282;0.502886932
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;15316695.0;0.0265;577125513.0;205.264;11166.0;0.004;37.0;0.013;9907036084.0;3.524;8168263528.0;0.82;54268.0;0.019;6023326956.0;0.608;500035549.0;0.050499999999999996;2811.62098;5.379;0.522691345
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14704711.0;0.0255;576189728.0;206.329;10979.0;0.004;25.0;0.009;9784712104.0;3.504;8128362138.0;0.83;54199.0;0.019;5930087785.0;0.6061;468496542.0;0.0479;2792.583365;5.336;0.523301887
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14933896.0;0.0256;584040838.0;205.497;11176.0;0.004;29.0;0.01;9896540979.0;3.482;8159171188.0;0.82;54288.0;0.019;6042487287.0;0.6106;480307632.0;0.048499999999999995;2842.09333;5.342;0.532042891
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14905011.0;0.025699999999999997;580961016.0;205.621;10849.0;0.004;35.0;0.012;9906157307.0;3.506;8112187090.0;0.82;54268.0;0.019;5974636443.0;0.6031;483038113.0;0.048799999999999996;2825.399758;5.341;0.529042118
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;13890298.0;0.024399999999999998;570159790.0;203.349;10816.0;0.004;30.0;0.011;9831447858.0;3.506;8049722894.0;0.82;54245.0;0.019;6016660832.0;0.612;470678126.0;0.0479;2803.842129;5.354;0.523737818
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14689946.0;0.0253;581277745.0;204.678;11034.0;0.004;375.0;0.132;9898676006.0;3.486;8131194019.0;0.82;54277.0;0.019;6002940617.0;0.6064;481291009.0;0.048600000000000004;2839.955168;5.295;0.536360532
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;15205539.0;0.025699999999999997;592297735.0;206.201;11554.0;0.004;32.0;0.011;10025959926.0;3.49;8227791974.0;0.82;54277.0;0.019;6057659539.0;0.6042000000000001;500625350.0;0.0499;2872.427992;5.307;0.541214422
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14909773.0;0.0252;590809251.0;204.525;11208.0;0.004;43.0;0.015;10088175514.0;3.492;8204269979.0;0.81;54349.0;0.019;6170344687.0;0.6115999999999999;497555679.0;0.0493;2888.688612;5.305;0.54450473
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;13963907.0;0.0239;583897912.0;205.811;10545.0;0.004;21.0;0.007;9886131866.0;3.485;8165523341.0;0.83;54243.0;0.019;6008250986.0;0.6077;467288428.0;0.0473;2837.062337;5.301;0.535169972
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14230659.0;0.0246;578193536.0;203.863;10881.0;0.004;29.0;0.01;9894164246.0;3.489;8072308298.0;0.82;54265.0;0.019;6060211874.0;0.6125;460409446.0;0.04650000000000001;2836.184812;5.298;0.535281351
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14969932.0;0.0255;587764040.0;206.397;11067.0;0.004;71.0;0.025;9977298706.0;3.504;8144781463.0;0.82;54316.0;0.019;6054687625.0;0.6068;490864127.0;0.0492;2847.733484;5.318;0.535460739
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14080925.0;0.024399999999999998;576641821.0;205.63;10464.0;0.004;25.0;0.009;9830865021.0;3.506;8125443444.0;0.83;54227.0;0.019;5925917789.0;0.6028;479752797.0;0.048799999999999996;2804.270241;5.348;0.524401121
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14645064.0;0.0255;574419888.0;202.371;10690.0;0.004;34.0;0.012;9936135653.0;3.501;8072763240.0;0.81;54417.0;0.019;6112919761.0;0.6152000000000001;460912199.0;0.0464;2838.452545;5.315;0.534082308
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;13913879.0;0.0242;574278834.0;204.382;11028.0;0.004;18.0;0.006;9830256432.0;3.499;8058515383.0;0.82;54218.0;0.019;5973535347.0;0.6077;490364174.0;0.0499;2809.834938;5.331;0.527122434
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;0.0;1000000;14644065.0;0.025099999999999997;583098643.0;205.504;10628.0;0.004;70.0;0.025;9984745566.0;3.519;8084698574.0;0.81;54252.0;0.019;6018114915.0;0.6027;485901067.0;0.0487;2837.40778;5.339;0.531452756
