 "command";"executable";"simtype";"ncores";"nodes";"atomics/node";"iterations";"% remotes";"% priority";"end time" ;"branch-misses";"branch-misses (of all branches          (50.01%))";"branches";"branches (M/sec                    (50.00%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (50.01%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (50.03%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (50.03%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;121233576.0;0.0187;6483437912.0;467.557;1804.0;0.13;11.0;0.001;49709178929.0;3.585;33586744791.0;0.68;732.0;0.053;32959204422.0;0.6629999999999999;1597499206.0;0.0321;13866.63613;5.946;2.332166884
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;124747301.0;0.019299999999999998;6467725169.0;466.391;1783.0;0.129;6.0;0.0;49811218030.0;3.592;33556683135.0;0.67;735.0;0.053;32869122419.0;0.6598999999999999;1674685862.0;0.0336;13867.590353;5.956;2.328516222
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;111182088.0;0.0167;6648304674.0;470.408;1950.0;0.138;6.0;0.0;50792587350.0;3.594;34484825255.0;0.68;732.0;0.052;33725476744.0;0.664;1554143672.0;0.030600000000000002;14133.054274;5.961;2.370789145
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;113573493.0;0.0171;6649251854.0;452.759;1996.0;0.136;6.0;0.0;52701764403.0;3.589;34418205323.0;0.65;734.0;0.05;35584800719.0;0.6751999999999999;1592008711.0;0.0302;14686.081597;5.953;2.466827145
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;112387551.0;0.0172;6543759244.0;466.84;1755.0;0.125;9.0;0.001;50264742840.0;3.586;33939641165.0;0.68;735.0;0.052;33486900224.0;0.6662;1616230852.0;0.0322;14017.120207;5.948;2.356443547
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;126347945.0;0.0182;6932979095.0;481.167;2116.0;0.147;9.0;0.001;51762847083.0;3.592;35833806110.0;0.69;735.0;0.051;33741870934.0;0.6518999999999999;1823363839.0;0.0352;14408.681767;5.923;2.432538746
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;124737690.0;0.0189;6612135284.0;465.058;2210.0;0.155;6.0;0.0;50999091981.0;3.587;34283995991.0;0.67;733.0;0.052;33629744845.0;0.6594;1802909538.0;0.0354;14217.883922;5.936;2.395112441
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;135437242.0;0.0207;6556219028.0;462.079;1916.0;0.135;6.0;0.0;50946760159.0;3.591;34143477798.0;0.67;733.0;0.052;33512338093.0;0.6578;1806790876.0;0.0355;14188.51318;5.955;2.382450088
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;121404702.0;0.0184;6600112371.0;471.914;1981.0;0.142;8.0;0.001;50186179046.0;3.588;34124171736.0;0.68;735.0;0.053;33077285722.0;0.6591;1748229452.0;0.0348;13985.831636;5.948;2.351359297
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;120687761.0;0.0181;6674892862.0;469.324;1878.0;0.132;8.0;0.001;51037597669.0;3.589;34708851917.0;0.68;733.0;0.052;33698230534.0;0.6603;1744796055.0;0.0342;14222.358972;5.945;2.392327072
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;125256276.0;0.0189;6631621484.0;470.098;1884.0;0.134;6.0;0.0;50684080675.0;3.593;34280544144.0;0.68;740.0;0.052;33356423405.0;0.6581;1751328252.0;0.0346;14106.879251;5.947;2.372248528
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;115366236.0;0.0173;6649518974.0;474.502;1767.0;0.126;9.0;0.001;50306608563.0;3.59;34375951141.0;0.68;737.0;0.053;33244648404.0;0.6607999999999999;1646882785.0;0.0327;14013.689958;5.952;2.354496832
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;134817486.0;0.021;6409239151.0;457.495;1811.0;0.129;7.0;0.0;50236075081.0;3.586;33307683399.0;0.66;736.0;0.053;33222299480.0;0.6613;1800442180.0;0.0358;14009.433854;5.949;2.354803296
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;131293625.0;0.0204;6438485907.0;460.287;1842.0;0.132;7.0;0.001;50253214466.0;3.593;33497994835.0;0.67;735.0;0.053;33203664654.0;0.6607;1741253166.0;0.0346;13987.978475;5.959;2.347361859
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 10 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;10;0.0;1000000;114525670.0;0.017;6753319413.0;475.956;1982.0;0.14;8.0;0.001;50898941405.0;3.587;34980814226.0;0.69;737.0;0.052;33521505191.0;0.6586;1667084555.0;0.032799999999999996;14188.957057;5.939;2.38897722
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;122737193.0;0.0194;6313393131.0;458.7;1783.0;0.13;9.0;0.001;49409981418.0;3.59;32752125597.0;0.66;739.0;0.054;32918623520.0;0.6662;1625305385.0;0.0329;13763.667898;5.96;2.309451383
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;132875880.0;0.0209;6354945867.0;453.984;1787.0;0.128;5.0;0.0;50216134061.0;3.587;32922765442.0;0.66;739.0;0.053;33394319770.0;0.665;1784768174.0;0.0355;13998.183562;5.952;2.351724947
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;118154573.0;0.018500000000000003;6380901941.0;457.332;1853.0;0.133;7.0;0.001;50017718503.0;3.585;33059823916.0;0.66;740.0;0.053;33447955077.0;0.6687000000000001;1659565645.0;0.0332;13952.461916;5.951;2.344673
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;113294590.0;0.0177;6400258536.0;458.769;1855.0;0.133;6.0;0.0;50070495255.0;3.589;33208058397.0;0.66;738.0;0.053;33440343495.0;0.6679;1606556897.0;0.0321;13950.951006;5.952;2.343959384
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;123032604.0;0.0192;6417469703.0;456.679;1774.0;0.126;9.0;0.001;50467672419.0;3.591;33070611534.0;0.66;738.0;0.053;33746634495.0;0.6687000000000001;1718995855.0;0.0341;14052.476916;5.963;2.356563853
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;116045896.0;0.017;6812727483.0;477.694;2222.0;0.156;9.0;0.001;51149583132.0;3.587;34988214654.0;0.68;745.0;0.052;33803992440.0;0.6609;1660593356.0;0.0325;14261.690032;5.93;2.404988244
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;122039609.0;0.0191;6400634189.0;461.159;1886.0;0.136;7.0;0.001;49783672604.0;3.587;33241372955.0;0.67;739.0;0.053;33001464660.0;0.6629;1712415815.0;0.0344;13879.447987;5.946;2.334208204
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;118649939.0;0.0181;6546106993.0;463.835;1883.0;0.133;6.0;0.0;50688663730.0;3.592;33942198590.0;0.67;741.0;0.053;33618423546.0;0.6631999999999999;1679924094.0;0.0331;14113.012476;5.952;2.370974256
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;115139056.0;0.017;6771306720.0;471.872;2122.0;0.148;7.0;0.0;51422707549.0;3.583;34930127916.0;0.68;739.0;0.051;34128698377.0;0.6637000000000001;1673346182.0;0.0325;14349.887302;5.94;2.415952251
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;126629100.0;0.0196;6468553529.0;457.432;1824.0;0.129;6.0;0.0;50784090828.0;3.591;33503316982.0;0.66;739.0;0.052;33859655225.0;0.6667000000000001;1682747257.0;0.0331;14141.022781;5.955;2.374770585
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;135725970.0;0.021;6478333675.0;460.635;1861.0;0.132;8.0;0.001;50477658342.0;3.589;33376423832.0;0.66;740.0;0.053;33387285543.0;0.6614;1876877111.0;0.037200000000000004;14063.914179;5.954;2.362266129
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;114884231.0;0.0175;6547669432.0;462.44;1827.0;0.129;6.0;0.0;50818804383.0;3.589;34028164348.0;0.67;738.0;0.052;33877775195.0;0.6666;1622967627.0;0.0319;14158.972445;5.953;2.378267562
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;108867945.0;0.0167;6535058409.0;460.618;1764.0;0.124;9.0;0.001;50994332227.0;3.594;33886000718.0;0.66;740.0;0.052;34219398027.0;0.6709999999999999;1534069462.0;0.0301;14187.590325;5.956;2.382220479
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;116994718.0;0.0182;6426028841.0;454.363;1902.0;0.134;9.0;0.001;50701836632.0;3.585;33209812287.0;0.66;737.0;0.052;34111916352.0;0.6728000000000001;1664095615.0;0.032799999999999996;14142.94635;5.948;2.377938273
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 20 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;20;0.0;1000000;120296027.0;0.018500000000000003;6507529743.0;463.127;1887.0;0.134;9.0;0.001;50461914795.0;3.591;33478777110.0;0.66;738.0;0.053;33626592714.0;0.6664;1712187543.0;0.0339;14051.273753;5.964;2.356140197
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 30 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;30;0.0;1000000;124148278.0;0.019;6542296966.0;462.306;1880.0;0.133;10.0;0.001;50751086808.0;3.586;33913995217.0;0.67;737.0;0.052;33674128159.0;0.6635;1745557148.0;0.0344;14151.446958;5.95;2.378316263
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 30 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;30;0.0;1000000;120428864.0;0.0184;6528595895.0;454.828;1856.0;0.129;7.0;0.0;51547724261.0;3.591;33799283685.0;0.66;738.0;0.051;34668820211.0;0.6726000000000001;1614611227.0;0.0313;14353.993587;5.966;2.405882792
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 30 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;30;0.0;1000000;118086212.0;0.0179;6583707104.0;462.093;1939.0;0.136;6.0;0.0;51184460800.0;3.592;34032987943.0;0.66;739.0;0.052;34101006969.0;0.6662;1691849833.0;0.0331;14247.589386;5.96;2.390382357
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 30 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;30;0.0;1000000;121547777.0;0.018799999999999997;6475311805.0;458.646;1916.0;0.136;9.0;0.001;50624776801.0;3.586;33493556951.0;0.66;740.0;0.052;33736020198.0;0.6664;1733524868.0;0.0342;14118.306581;5.951;2.372324665
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 30 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;30;0.0;1000000;119571319.0;0.018500000000000003;6467425875.0;464.998;1923.0;0.138;6.0;0.0;49981297055.0;3.594;33528281199.0;0.67;739.0;0.053;33200107333.0;0.6643000000000001;1595631384.0;0.0319;13908.508423;5.958;2.334319433
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 30 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;30;0.0;1000000;133009189.0;0.0204;6506554153.0;441.48;2039.0;0.138;9.0;0.001;52908274163.0;3.59;33684262763.0;0.64;739.0;0.05;35724510423.0;0.6751999999999999;1767541400.0;0.0334;14738.046651;5.959;2.473075478
