 "command";"executable";"simtype";"ncores";"nodes";"atomics/node";"iterations";"% remotes";"% priority";"end time" ;"branch-misses";"branch-misses (of all branches          (50.47%))";"branches";"branches (M/sec                    (50.19%))";"context-switches";"context-switches (M/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (50.18%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (M/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (49.81%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (50.01%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;113098713.0;0.024700000000000003;4587890223.0;213.549;73927.0;0.003;470.0;0.022;76586302838.0;3.565;65110971733.0;0.85;253496.0;0.012;45864019396.0;0.5989;3465422551.0;0.0452;21484.05902;5.6;3.836719
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;106316588.0;0.022799999999999997;4658747785.0;213.26;78490.0;0.004;485.0;0.022;77789203237.0;3.561;65754773648.0;0.85;253729.0;0.012;46690828542.0;0.6002000000000001;3607389478.0;0.0464;21845.389431;5.589;3.908421648
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;126285217.0;0.0277;4555010209.0;213.324;79396.0;0.004;319.0;0.015;76072309671.0;3.563;64729364939.0;0.85;253193.0;0.012;45294060864.0;0.5954;3613822562.0;0.0475;21352.589388;5.583;3.82449535
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;116026926.0;0.025699999999999997;4523317390.0;211.993;74708.0;0.004;208.0;0.01;75925158278.0;3.558;64702303570.0;0.85;254012.0;0.012;45076465382.0;0.5937;3781997908.0;0.049800000000000004;21337.099732;5.586;3.820002936
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;110956243.0;0.0245;4536184808.0;211.839;77719.0;0.004;184.0;0.009;76299440754.0;3.563;64524576979.0;0.85;253696.0;0.012;45648681691.0;0.5982999999999999;3586839798.0;0.047;21413.398456;5.594;3.827842679
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;111715508.0;0.024399999999999998;4570601893.0;213.788;82406.0;0.004;211.0;0.01;76263490618.0;3.567;64980827601.0;0.85;253998.0;0.012;45577138374.0;0.5976;3518254731.0;0.0461;21379.117948;5.592;3.823330818
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;103717478.0;0.0227;4578137319.0;214.474;80493.0;0.004;345.0;0.016;75953155075.0;3.558;64693017611.0;0.85;253205.0;0.012;45327330063.0;0.5968;3612756045.0;0.047599999999999996;21345.927421;5.584;3.82267209
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;124223403.0;0.0273;4554579853.0;210.247;80040.0;0.004;180.0;0.008;77192892442.0;3.563;65001188735.0;0.84;254263.0;0.012;46151517748.0;0.5979;3721524195.0;0.0482;21663.002612;5.599;3.86933784
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;109522766.0;0.0239;4584031615.0;212.928;74995.0;0.003;228.0;0.011;76741643055.0;3.565;65273810952.0;0.85;254042.0;0.012;45978407470.0;0.5991;3495067122.0;0.0455;21528.585716;5.603;3.842250171
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;111976853.0;0.0246;4556773383.0;212.395;77284.0;0.004;158.0;0.007;76555060251.0;3.568;64598451994.0;0.84;254180.0;0.012;45758009188.0;0.5977;3619135504.0;0.0473;21454.236525;5.607;3.826647583
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;111937711.0;0.0241;4642122671.0;213.396;80575.0;0.004;228.0;0.01;77447315860.0;3.56;65416965537.0;0.84;254020.0;0.012;46325578136.0;0.5982;3673092207.0;0.047400000000000005;21753.515465;5.58;3.898479563
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;116186437.0;0.0254;4571913755.0;212.318;78984.0;0.004;219.0;0.01;76765798835.0;3.565;65082997966.0;0.85;253623.0;0.012;45785126216.0;0.5964;3671813145.0;0.0478;21533.315966;5.593;3.850275026
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;114079558.0;0.025099999999999997;4536754663.0;211.916;76140.0;0.004;246.0;0.011;76300713497.0;3.564;64614977558.0;0.85;253801.0;0.012;45734405451.0;0.5993999999999999;3552960782.0;0.0466;21408.246354;5.594;3.827227528
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;124452683.0;0.027200000000000002;4583261710.0;211.696;86658.0;0.004;235.0;0.011;77006505143.0;3.557;65062456876.0;0.84;254050.0;0.012;45882598052.0;0.5958;3772267850.0;0.049;21650.195316;5.57;3.886690627
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.8 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;80.0;1000000;127313007.0;0.0279;4563005301.0;212.102;81464.0;0.004;253.0;0.012;76677341599.0;3.564;64834755187.0;0.85;253896.0;0.012;45634047973.0;0.5951;3699048779.0;0.0482;21513.261532;5.589;3.849321508
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;176164444.0;0.0239;7357082295.0;213.854;106120.0;0.003;345.0;0.01;122721815128.0;3.567;104634804317.0;0.85;414509.0;0.012;73574123893.0;0.5995;5462652849.0;0.044500000000000005;34402.33047;5.61;6.132180599
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;179693165.0;0.023799999999999998;7543344273.0;215.306;109878.0;0.003;322.0;0.009;125049363801.0;3.569;106222740785.0;0.85;424092.0;0.012;74915516596.0;0.5991;5711365082.0;0.045700000000000005;35035.460508;5.606;6.250099789
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;170598373.0;0.023399999999999997;7283052712.0;216.09;104199.0;0.003;319.0;0.009;120249703204.0;3.568;103293813075.0;0.86;413053.0;0.012;71857082088.0;0.5976;5338656764.0;0.0444;33703.737113;5.614;6.003650925
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;169304135.0;0.0233;7272656848.0;214.971;103615.0;0.003;323.0;0.01;120882821808.0;3.573;103567520304.0;0.86;413604.0;0.012;72054861238.0;0.5961;5547195350.0;0.045899999999999996;33830.849648;5.607;6.033626188
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;173753594.0;0.023399999999999997;7423058036.0;215.948;106913.0;0.003;706.0;0.021;122680297706.0;3.569;105160332381.0;0.86;414659.0;0.012;73373492938.0;0.5981000000000001;5500229020.0;0.044800000000000006;34374.227511;5.609;6.128629645
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;179265155.0;0.0241;7449264546.0;214.844;110547.0;0.003;537.0;0.015;123741509254.0;3.569;105250667091.0;0.85;421306.0;0.012;74130963068.0;0.5991;5683912886.0;0.045899999999999996;34672.852999;5.613;6.177731405
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;185583203.0;0.024700000000000003;7511751515.0;214.913;110693.0;0.003;606.0;0.017;124680676316.0;3.567;105944848523.0;0.85;423302.0;0.012;74627088374.0;0.5985;5756163358.0;0.0462;34952.462225;5.608;6.232268176
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;202749493.0;0.0274;7413000680.0;216.032;105920.0;0.003;589.0;0.017;122526651051.0;3.571;105145292307.0;0.86;414556.0;0.012;72333863583.0;0.5904;5978069483.0;0.048799999999999996;34314.352776;5.63;6.095207837
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;173963691.0;0.022799999999999997;7621558952.0;217.984;108242.0;0.003;433.0;0.012;124769350687.0;3.569;107175440713.0;0.86;423781.0;0.012;74359271169.0;0.596;5762748657.0;0.0462;34963.766534;5.616;6.226043841
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;178883604.0;0.024300000000000002;7374444096.0;215.444;106413.0;0.003;305.0;0.009;122168262103.0;3.569;104548802838.0;0.86;413725.0;0.012;72661795992.0;0.5948;5754929806.0;0.0471;34229.00427;5.606;6.105600115
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;171666569.0;0.022799999999999997;7532057432.0;217.283;105468.0;0.003;358.0;0.01;123858903128.0;3.573;106143576197.0;0.86;423312.0;0.012;73952091877.0;0.5971;5584568871.0;0.0451;34664.656921;5.622;6.166317954
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;164019238.0;0.0216;7606539717.0;217.114;100846.0;0.003;255.0;0.007;125109117254.0;3.571;106782048389.0;0.85;423495.0;0.012;75109771286.0;0.6004;5513622299.0;0.0441;35034.74964;5.616;6.238019076
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;174794292.0;0.0239;7303799171.0;215.884;107082.0;0.003;348.0;0.01;120805096723.0;3.571;103685512466.0;0.86;413400.0;0.012;71904789204.0;0.5952000000000001;5581950210.0;0.0462;33832.106925;5.616;6.023987406
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;192466165.0;0.0262;7344436728.0;215.487;109827.0;0.003;305.0;0.009;121568702004.0;3.567;104199195761.0;0.86;413239.0;0.012;72175424717.0;0.5937;5733737446.0;0.0472;34083.0207;5.611;6.074606137
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.9 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;90.0;1000000;179739994.0;0.0239;7507822899.0;216.954;107831.0;0.003;316.0;0.009;123570565102.0;3.571;105963257710.0;0.86;422573.0;0.012;73467502103.0;0.5945;5822795295.0;0.0471;34605.65926;5.607;6.172128982
