 "command";"executable";"width";"depth";"end time" ;"branch-misses";"branch-misses (of all branches          (72.30%))";"branches";"branches (M/sec                    (86.17%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (85.73%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (M/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (72.35%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (86.18%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;641768.0;0.0167;38412217.0;1023.681;0.0;0.0;0.0;0.0;104483825.0;2.784;205454854.0;1.97;124.0;0.003;13364334.0;0.12789999999999999;24601015.0;0.23550000000000001;37.523627;0.996;0.037689013
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;635611.0;0.0166;38366212.0;1040.796;0.0;0.0;0.0;0.0;102644315.0;2.785;205512829.0;2.0;126.0;0.003;12799258.0;0.1247;24095631.0;0.2347;36.862367;0.996;0.037019933
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;670472.0;0.0175;38360793.0;1023.858;0.0;0.0;0.0;0.0;104328667.0;2.785;205724797.0;1.97;128.0;0.003;13267624.0;0.1272;24440386.0;0.2343;37.466895;0.996;0.037623063
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;668915.0;0.0174;38363592.0;1008.841;0.0;0.0;0.0;0.0;106628400.0;2.804;205699846.0;1.93;128.0;0.003;14278951.0;0.13390000000000002;26926469.0;0.2525;38.027405;0.995;0.038208176
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;664417.0;0.0173;38385019.0;1021.167;0.0;0.0;0.0;0.0;104668712.0;2.785;205884189.0;1.97;126.0;0.003;13686490.0;0.1308;25260914.0;0.2413;37.589361;0.996;0.037752105
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;660129.0;0.0172;38452300.0;1028.995;0.0;0.0;0.0;0.0;104051619.0;2.784;205990155.0;1.98;125.0;0.003;13254642.0;0.1274;24302384.0;0.2336;37.368788;0.996;0.037528646
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;613549.0;0.016;38371553.0;1048.439;0.0;0.0;0.0;0.0;101903778.0;2.784;205682856.0;2.02;127.0;0.003;12706495.0;0.1247;23840172.0;0.2339;36.598751;0.995;0.036775492
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;625909.0;0.0163;38513905.0;999.619;0.0;0.0;1.0;0.026;107294794.0;2.785;205665887.0;1.92;128.0;0.003;14490431.0;0.1351;27770381.0;0.2588;38.528573;0.996;0.038691608
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;673854.0;0.0175;38430797.0;1020.633;0.0;0.0;0.0;0.0;104850509.0;2.785;205784491.0;1.96;122.0;0.003;13478570.0;0.1286;24586663.0;0.2345;37.653899;0.996;0.037814583
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;659900.0;0.0172;38432904.0;1020.989;0.0;0.0;0.0;0.0;104813306.0;2.784;205881845.0;1.96;129.0;0.003;13669584.0;0.1304;25300128.0;0.2414;37.642832;0.996;0.037799959
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;664991.0;0.0173;38449349.0;1024.507;1.0;0.027;0.0;0.0;104498321.0;2.784;205817021.0;1.97;129.0;0.003;13446915.0;0.12869999999999998;24533521.0;0.2348;37.529602;0.995;0.037709709
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;618428.0;0.0161;38423756.0;1041.945;0.0;0.0;1.0;0.027;102685059.0;2.785;205965782.0;2.01;130.0;0.004;12699398.0;0.12369999999999999;23964187.0;0.2334;36.876955;0.996;0.037039043
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;607079.0;0.0158;38437478.0;1030.25;0.0;0.0;0.0;0.0;103886539.0;2.784;205770747.0;1.98;128.0;0.003;13047356.0;0.12560000000000002;25490325.0;0.24539999999999998;37.308894;0.996;0.037466712
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;639119.0;0.0166;38459861.0;1037.427;0.0;0.0;0.0;0.0;103229020.0;2.785;205423492.0;1.99;130.0;0.004;13059246.0;0.1265;23969948.0;0.2322;37.072337;0.996;0.037231107
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;672929.0;0.0175;38431086.0;1029.782;0.0;0.0;0.0;0.0;103918613.0;2.785;205679172.0;1.98;128.0;0.003;13301439.0;0.128;23928522.0;0.2303;37.319627;0.996;0.037479736
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;621352.0;0.016200000000000003;38409367.0;1033.738;0.0;0.0;0.0;0.0;103463742.0;2.785;205595371.0;1.99;123.0;0.003;12720135.0;0.1229;24690375.0;0.2386;37.155802;0.996;0.037312466
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;670535.0;0.0176;38179739.0;1042.025;0.0;0.0;0.0;0.0;103688388.0;2.83;204729605.0;1.97;126.0;0.003;13050866.0;0.1259;23779039.0;0.2293;36.639959;0.995;0.036836262
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;617211.0;0.0161;38417837.0;1041.347;0.0;0.0;0.0;0.0;102727487.0;2.785;205612128.0;2.0;124.0;0.003;12862914.0;0.1252;24730412.0;0.2407;36.892443;0.995;0.03706494
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;650672.0;0.0169;38510369.0;1036.835;0.0;0.0;0.0;0.0;103427609.0;2.785;205227010.0;1.98;127.0;0.003;13008437.0;0.1258;23641617.0;0.2286;37.142238;0.995;0.037336467
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;678155.0;0.0176;38448529.0;1026.478;0.0;0.0;1.0;0.027;104309125.0;2.785;205679621.0;1.97;127.0;0.003;12986116.0;0.1245;23556347.0;0.22579999999999997;37.456759;0.996;0.037605231
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;641859.0;0.0167;38362742.0;1036.556;0.0;0.0;0.0;0.0;103052196.0;2.784;206037200.0;2.0;127.0;0.003;12706821.0;0.1233;23816567.0;0.2311;37.009794;0.996;0.037165107
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;624764.0;0.0163;38383203.0;1036.278;0.0;0.0;0.0;0.0;103131894.0;2.784;205579123.0;1.99;127.0;0.003;12885745.0;0.1249;24032487.0;0.233;37.039482;0.996;0.037189577
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;681089.0;0.0177;38422084.0;1019.057;0.0;0.0;0.0;0.0;104985774.0;2.785;205721801.0;1.96;129.0;0.003;13924488.0;0.1326;25365758.0;0.2416;37.703552;0.996;0.037860875
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;613665.0;0.016;38412442.0;1045.895;0.0;0.0;0.0;0.0;102271316.0;2.785;205655176.0;2.01;128.0;0.003;12338608.0;0.1206;23570789.0;0.2305;36.726854;0.996;0.036878133
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;662844.0;0.0173;38341580.0;1032.667;0.0;0.0;0.0;0.0;103388314.0;2.785;205718669.0;1.99;128.0;0.003;13260922.0;0.1283;24350301.0;0.23550000000000001;37.128682;0.995;0.037326655
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;619155.0;0.0161;38461432.0;1004.991;0.0;0.0;1.0;0.026;106574928.0;2.785;205982700.0;1.93;128.0;0.003;13667048.0;0.1282;27249966.0;0.2557;38.27043;0.996;0.038440722
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;616924.0;0.0161;38350815.0;1015.122;0.0;0.0;0.0;0.0;105201999.0;2.785;205610216.0;1.95;124.0;0.003;13831332.0;0.1315;26193601.0;0.249;37.779517;0.996;0.03794339
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;679350.0;0.0177;38418423.0;1021.891;0.0;0.0;1.0;0.027;104688886.0;2.785;205736240.0;1.97;126.0;0.003;13833648.0;0.1321;25655333.0;0.2451;37.595413;0.996;0.037757898
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;615942.0;0.016;38450803.0;1043.606;0.0;0.0;0.0;0.0;102583297.0;2.784;205479488.0;2.0;122.0;0.003;12700722.0;0.12380000000000001;23563417.0;0.2297;36.844162;0.995;0.037011934
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;662004.0;0.0172;38410068.0;1022.155;0.0;0.0;0.0;0.0;104638349.0;2.785;205629011.0;1.97;129.0;0.003;13430596.0;0.1284;24911421.0;0.23809999999999998;37.577542;0.996;0.037729414
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;635834.0;0.0166;38404058.0;999.29;0.0;0.0;0.0;0.0;107022111.0;2.785;205754916.0;1.92;127.0;0.003;13954560.0;0.1304;27479589.0;0.2568;38.431342;0.996;0.038593547
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;641252.0;0.0167;38434508.0;1030.221;0.0;0.0;0.0;0.0;103884673.0;2.785;205833837.0;1.98;128.0;0.003;12854872.0;0.12369999999999999;24444806.0;0.2353;37.307061;0.996;0.037460912
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;656786.0;0.0171;38355290.0;1014.7;0.0;0.0;0.0;0.0;105255258.0;2.785;205990279.0;1.96;129.0;0.003;13011215.0;0.12359999999999999;24300134.0;0.2309;37.79963;0.995;0.037992538
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;686639.0;0.0179;38449336.0;1020.732;0.0;0.0;0.0;0.0;104890238.0;2.785;205810683.0;1.96;129.0;0.003;13433652.0;0.1281;24299529.0;0.23170000000000002;37.668405;0.996;0.037820997
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;615717.0;0.016;38424407.0;1039.581;0.0;0.0;0.0;0.0;102913589.0;2.784;205729639.0;2.0;124.0;0.003;12836949.0;0.1247;24645241.0;0.2395;36.961441;0.996;0.037117295
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;670703.0;0.0175;38429386.0;1028.25;0.0;0.0;0.0;0.0;104067298.0;2.785;205554138.0;1.98;128.0;0.003;13299689.0;0.1278;24123600.0;0.2318;37.373587;0.996;0.037537186
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;606662.0;0.0158;38413524.0;1037.923;0.0;0.0;0.0;0.0;103057797.0;2.785;205616069.0;2.0;127.0;0.003;12648854.0;0.12269999999999999;23986616.0;0.2327;37.010005;0.996;0.037163598
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;671156.0;0.0175;38426783.0;1025.605;0.0;0.0;0.0;0.0;104329243.0;2.785;205501314.0;1.97;122.0;0.003;13532708.0;0.1297;24601407.0;0.23579999999999998;37.467444;0.996;0.037626836
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;619613.0;0.0161;38446471.0;1024.285;0.0;0.0;1.0;0.027;104515498.0;2.784;205911983.0;1.97;128.0;0.003;13542682.0;0.12960000000000002;25822312.0;0.24710000000000001;37.534942;0.996;0.037694642
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;677237.0;0.0176;38425948.0;1023.606;0.0;0.0;0.0;0.0;104532275.0;2.785;205831516.0;1.97;124.0;0.003;13710710.0;0.13119999999999998;25171892.0;0.2408;37.539786;0.994;0.037764884
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;623965.0;0.016200000000000003;38443200.0;1034.145;0.0;0.0;0.0;0.0;103512097.0;2.785;205774144.0;1.99;126.0;0.003;12825572.0;0.12390000000000001;24404601.0;0.23579999999999998;37.173887;0.996;0.037322994
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;636241.0;0.0166;38423753.0;1024.968;0.0;0.0;0.0;0.0;104388774.0;2.785;205801222.0;1.97;129.0;0.003;13281568.0;0.1272;25018318.0;0.2397;37.487743;0.996;0.037645394
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;638617.0;0.0166;38406742.0;1025.385;0.0;0.0;0.0;0.0;104297163.0;2.785;205337004.0;1.97;127.0;0.003;13289548.0;0.1274;24488109.0;0.2348;37.455933;0.996;0.037616462
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;627487.0;0.016399999999999998;38368460.0;1023.537;0.0;0.0;0.0;0.0;104385931.0;2.785;205474439.0;1.97;128.0;0.003;13133101.0;0.1258;24693015.0;0.2366;37.486145;0.996;0.037644782
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;620712.0;0.016200000000000003;38432525.0;1008.084;0.0;0.0;0.0;0.0;106164056.0;2.785;205510829.0;1.94;123.0;0.003;14112479.0;0.1329;25463799.0;0.23989999999999997;38.124311;0.996;0.038292554
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;665172.0;0.0173;38471969.0;1028.931;0.0;0.0;0.0;0.0;104113067.0;2.784;205688698.0;1.98;128.0;0.003;13147069.0;0.1263;24515179.0;0.23550000000000001;37.390246;0.995;0.037562885
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;927904.0;0.0174;53178780.0;1040.911;0.0;0.0;0.0;0.0;142250811.0;2.784;284021776.0;2.0;128.0;0.003;17322872.0;0.12179999999999999;32614884.0;0.2293;51.088682;0.997;0.051259526
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;966476.0;0.0184;52642808.0;1020.522;0.0;0.0;0.0;0.0;143649052.0;2.785;283844172.0;1.98;127.0;0.002;17812523.0;0.124;33015893.0;0.2298;51.584212;0.997;0.051720021
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;997244.0;0.0189;52818638.0;1026.605;0.0;0.0;0.0;0.0;143256008.0;2.784;283759735.0;1.98;129.0;0.003;18205759.0;0.12710000000000002;33093651.0;0.231;51.449815;0.997;0.051592106
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;956217.0;0.018000000000000002;53224849.0;1050.447;0.0;0.0;1.0;0.02;142158421.0;2.806;269088377.0;1.89;130.0;0.003;16195623.0;0.1139;31774297.0;0.2235;50.668764;0.997;0.05083168
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;925450.0;0.0174;53188473.0;1045.546;0.0;0.0;0.0;0.0;141671442.0;2.785;268439871.0;1.89;126.0;0.002;15801418.0;0.1115;31392147.0;0.2216;50.871497;0.997;0.051006654
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;971797.0;0.0184;52694556.0;1021.886;0.0;0.0;0.0;0.0;143589460.0;2.785;284030555.0;1.98;128.0;0.002;17522164.0;0.122;32988506.0;0.2297;51.56596;0.997;0.051733363
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;972702.0;0.018600000000000002;52190962.0;1002.424;0.0;0.0;0.0;0.0;144982898.0;2.785;284035411.0;1.96;128.0;0.002;18702608.0;0.129;33221566.0;0.2291;52.064751;0.997;0.052236794
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;1002225.0;0.0191;52394496.0;1010.692;1.0;0.019;1.0;0.019;144356250.0;2.785;283846826.0;1.97;128.0;0.002;17970623.0;0.1245;32816537.0;0.2273;51.840216;0.997;0.05198386
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;953744.0;0.0182;52481742.0;1014.703;1.0;0.019;0.0;0.0;144605067.0;2.796;283418928.0;1.96;129.0;0.002;18423502.0;0.1274;33096501.0;0.2289;51.721289;0.997;0.051871986
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;944857.0;0.0178;53099322.0;1038.398;0.0;0.0;0.0;0.0;142386831.0;2.784;284067127.0;2.0;128.0;0.003;17084188.0;0.12;31939368.0;0.2243;51.135795;0.997;0.051279736
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;946535.0;0.0182;51986687.0;995.092;0.0;0.0;1.0;0.019;145481567.0;2.785;284033137.0;1.95;126.0;0.002;17757538.0;0.12210000000000001;34444288.0;0.2368;52.243096;0.997;0.052406204
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;960828.0;0.0181;53151988.0;1040.472;0.0;0.0;0.0;0.0;142244242.0;2.784;284086262.0;2.0;126.0;0.002;16955843.0;0.1192;31873751.0;0.2241;51.084495;0.997;0.051227691
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;928456.0;0.0175;53188874.0;1046.776;0.0;0.0;0.0;0.0;141506084.0;2.785;268735115.0;1.9;127.0;0.002;15620902.0;0.1104;31881082.0;0.2253;50.812109;0.997;0.050958157
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;938157.0;0.0177;53089857.0;1037.352;0.0;0.0;1.0;0.02;142507911.0;2.785;283971457.0;1.99;129.0;0.003;16455390.0;0.1155;32197599.0;0.2259;51.178256;0.997;0.051314518
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;939222.0;0.0177;53121131.0;1039.298;0.0;0.0;0.0;0.0;142318463.0;2.784;284056110.0;2.0;130.0;0.003;17269875.0;0.1213;32507217.0;0.2284;51.112493;0.997;0.051258086
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;966505.0;0.0184;52616718.0;1019.802;0.0;0.0;0.0;0.0;143667330.0;2.785;283664901.0;1.97;128.0;0.002;17932882.0;0.12480000000000001;33057030.0;0.23010000000000003;51.595052;0.997;0.051734589
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;966027.0;0.0183;52779792.0;1025.897;0.0;0.0;1.0;0.019;143259301.0;2.785;283952119.0;1.98;131.0;0.003;17870715.0;0.1247;33583002.0;0.23440000000000003;51.447453;0.997;0.051594147
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;966713.0;0.0182;53121540.0;1039.856;1.0;0.02;0.0;0.0;142236683.0;2.784;283694910.0;1.99;126.0;0.002;17368075.0;0.12210000000000001;31873680.0;0.2241;51.0855;0.997;0.051241272
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;1005798.0;0.0191;52530883.0;1015.796;0.0;0.0;0.0;0.0;144002457.0;2.785;283992777.0;1.97;126.0;0.002;17773126.0;0.1234;32386176.0;0.2249;51.714031;0.997;0.05186502
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;996211.0;0.019;52387095.0;1009.844;0.0;0.0;0.0;0.0;144458046.0;2.785;283892446.0;1.97;131.0;0.003;18251721.0;0.1263;34137678.0;0.23629999999999998;51.87643;0.997;0.05202885
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;992373.0;0.0187;53129821.0;1038.519;1.0;0.02;0.0;0.0;143502615.0;2.805;283696029.0;1.98;130.0;0.003;18410051.0;0.1283;33712695.0;0.2349;51.159234;0.997;0.051313811
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;935353.0;0.0176;53209845.0;1045.651;0.0;0.0;0.0;0.0;142728286.0;2.805;268114007.0;1.88;124.0;0.002;16221746.0;0.1137;32241372.0;0.2259;50.886799;0.997;0.051054585
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;978553.0;0.0184;53109411.0;1038.397;0.0;0.0;0.0;0.0;142413722.0;2.784;284146948.0;2.0;129.0;0.003;17391688.0;0.12210000000000001;31793603.0;0.2232;51.145568;0.997;0.051285766
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;1005102.0;0.0191;52673211.0;1021.337;0.0;0.0;0.0;0.0;143607613.0;2.785;283954996.0;1.98;125.0;0.002;17782051.0;0.12380000000000001;32436477.0;0.2259;51.57278;0.997;0.051716566
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;970262.0;0.0183;52951357.0;1032.162;0.0;0.0;0.0;0.0;142853922.0;2.785;283908891.0;1.99;126.0;0.002;17199787.0;0.1204;32493270.0;0.2275;51.301418;0.997;0.051441519
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;962909.0;0.0181;53170845.0;1040.371;0.0;0.0;0.0;0.0;142309233.0;2.785;283980068.0;2.0;129.0;0.003;17321315.0;0.1217;31798903.0;0.2234;51.1076;0.997;0.051242054
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;929160.0;0.0176;52841281.0;1027.599;0.0;0.0;0.0;0.0;143191713.0;2.785;283950278.0;1.98;127.0;0.002;18101211.0;0.1264;33089756.0;0.2311;51.422078;0.997;0.051601307
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;1011834.0;0.0194;52175785.0;1002.132;0.0;0.0;0.0;0.0;144979262.0;2.785;283921712.0;1.96;129.0;0.002;18448635.0;0.1273;34162750.0;0.23559999999999998;52.064766;0.997;0.052214159
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;1013315.0;0.02;50651553.0;946.46;0.0;0.0;0.0;0.0;149387771.0;2.791;284048388.0;1.9;129.0;0.002;20467171.0;0.13699999999999998;39094116.0;0.26170000000000004;53.516825;0.997;0.053655899
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;948011.0;0.0178;53129699.0;1041.452;0.0;0.0;0.0;0.0;142071827.0;2.785;267683215.0;1.88;126.0;0.002;16142996.0;0.11359999999999999;31633904.0;0.2227;51.015011;0.997;0.051151614
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;976274.0;0.0184;53072126.0;1036.633;0.0;0.0;0.0;0.0;142557769.0;2.785;283825949.0;1.99;128.0;0.003;17491916.0;0.12269999999999999;32005432.0;0.2245;51.196635;0.997;0.051335534
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;967213.0;0.0184;52500694.0;1013.47;0.0;0.0;0.0;0.0;144249027.0;2.785;284310048.0;1.97;128.0;0.002;17945330.0;0.1244;34424315.0;0.2386;51.802924;0.997;0.051948185
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;976798.0;0.0183;53243843.0;1053.03;0.0;0.0;0.0;0.0;142818665.0;2.825;269579385.0;1.89;130.0;0.003;16464424.0;0.1153;32284945.0;0.2261;50.562512;0.997;0.050734455
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;999088.0;0.0189;52776012.0;1025.248;0.0;0.0;0.0;0.0;143338200.0;2.785;284004764.0;1.98;126.0;0.002;17748212.0;0.12380000000000001;32145158.0;0.2243;51.476344;0.997;0.051623186
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;1020732.0;0.0196;52068198.0;998.002;0.0;0.0;0.0;0.0;145285011.0;2.785;284015100.0;1.95;131.0;0.003;18757647.0;0.1291;34743784.0;0.2391;52.172433;0.997;0.052350163
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;1002676.0;0.018799999999999997;53245169.0;1042.604;0.0;0.0;0.0;0.0;143208981.0;2.804;283630076.0;1.98;130.0;0.003;17751111.0;0.124;32417117.0;0.22640000000000002;51.069397;0.997;0.051240988
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;937988.0;0.0178;52692225.0;1022.239;0.0;0.0;1.0;0.019;143524726.0;2.784;283839678.0;1.98;128.0;0.002;18084859.0;0.126;33441146.0;0.233;51.545901;0.997;0.051680349
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;988201.0;0.0187;52895622.0;1028.967;0.0;0.0;0.0;0.0;143146400.0;2.785;283879087.0;1.98;130.0;0.003;17563882.0;0.12269999999999999;32552752.0;0.2274;51.406538;0.997;0.05154833
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;980487.0;0.0184;53313146.0;1051.28;0.0;0.0;0.0;0.0;143260692.0;2.825;269089677.0;1.88;125.0;0.002;16246478.0;0.1134;31915570.0;0.2228;50.712604;0.997;0.050855811
"./build/Benchmark/adevs_devstone classic  -w 3 -d 2 -t 4000000";"adevs_devstone";3;2;4000000;972723.0;0.0183;53250498.0;1046.598;0.0;0.0;0.0;0.0;142935850.0;2.809;268273829.0;1.88;129.0;0.003;16689329.0;0.1168;32173385.0;0.22510000000000002;50.879631;0.996;0.051091801
