 "command";"executable";"width";"depth";"end time" ;"branch-misses";"branch-misses (of all branches          (72.30%))";"branches";"branches (M/sec                    (86.17%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (85.73%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (M/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (72.35%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (86.18%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;460729.0;0.0161;28539255.0;1052.841;0.0;0.0;0.0;0.0;75460693.0;2.784;152717588.0;2.02;129.0;0.005;9135647.0;0.1211;18337692.0;0.243;27.106906;0.994;0.027276693
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;438373.0;0.0154;28450419.0;1033.163;0.0;0.0;1.0;0.036;76666527.0;2.784;152099513.0;1.98;122.0;0.004;9740986.0;0.12710000000000002;18632028.0;0.243;27.537208;0.994;0.027694777
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;518996.0;0.0182;28519795.0;1030.871;0.0;0.0;1.0;0.036;77028724.0;2.784;152099531.0;1.97;124.0;0.004;9864993.0;0.1281;18443749.0;0.2394;27.665729;0.994;0.02782126
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;515990.0;0.0181;28495218.0;1036.682;0.0;0.0;0.0;0.0;76526862.0;2.784;152211386.0;1.99;125.0;0.005;9737505.0;0.1272;18336245.0;0.2396;27.486952;0.994;0.027651321
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;470355.0;0.0165;28457550.0;1047.042;0.0;0.0;0.0;0.0;75660227.0;2.784;151986196.0;2.01;128.0;0.005;9644124.0;0.1275;18403968.0;0.2432;27.179007;0.994;0.027340927
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;501937.0;0.0176;28553519.0;1015.219;0.0;0.0;0.0;0.0;78309831.0;2.784;151455805.0;1.93;127.0;0.005;10327129.0;0.1319;19210217.0;0.24530000000000002;28.125475;0.994;0.028287123
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;489350.0;0.0171;28546395.0;1031.9;0.0;0.0;0.0;0.0;77025703.0;2.784;152303159.0;1.98;127.0;0.005;8920779.0;0.1158;18614118.0;0.24170000000000003;27.663909;0.994;0.027827749
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;532534.0;0.0187;28488681.0;1027.822;0.0;0.0;0.0;0.0;77170992.0;2.784;152303594.0;1.97;126.0;0.005;9814237.0;0.1272;18530952.0;0.2401;27.717529;0.993;0.027912087
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;517710.0;0.0182;28505173.0;1026.146;0.0;0.0;1.0;0.036;77344948.0;2.784;152265844.0;1.97;125.0;0.004;9508680.0;0.1229;18393510.0;0.2378;27.778859;0.994;0.027943188
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;477552.0;0.0168;28465678.0;1034.523;0.0;0.0;0.0;0.0;76607654.0;2.784;152170675.0;1.99;123.0;0.004;9454452.0;0.1234;19012816.0;0.2482;27.515744;0.994;0.027680232
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;445604.0;0.015600000000000001;28479215.0;1039.146;0.0;0.0;0.0;0.0;76305540.0;2.784;151988111.0;1.99;128.0;0.005;9220621.0;0.1208;18491499.0;0.24230000000000002;27.406371;0.994;0.027567143
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;439483.0;0.0154;28491787.0;1065.337;0.0;0.0;0.0;0.0;74477930.0;2.785;152169833.0;2.04;123.0;0.005;8904988.0;0.11960000000000001;15498075.0;0.20809999999999998;26.744395;0.994;0.026904879
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;493940.0;0.0173;28569587.0;1049.143;0.0;0.0;0.0;0.0;75814216.0;2.784;152469486.0;2.01;125.0;0.005;9274638.0;0.1223;17923003.0;0.2364;27.231353;0.994;0.027392145
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;436790.0;0.015300000000000001;28513751.0;1051.52;0.0;0.0;0.0;0.0;75487209.0;2.784;152173788.0;2.02;124.0;0.005;9303673.0;0.1232;18584463.0;0.2462;27.116705;0.994;0.02727838
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;449315.0;0.0158;28469725.0;1055.717;0.0;0.0;2.0;0.074;75098497.0;2.785;152017972.0;2.02;127.0;0.005;9303386.0;0.12390000000000001;16110838.0;0.2145;26.967202;0.994;0.027130828
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;507778.0;0.0178;28514091.0;1040.386;0.0;0.0;0.0;0.0;76308764.0;2.784;152183708.0;1.99;127.0;0.005;9505670.0;0.1246;17832411.0;0.23370000000000002;27.407226;0.994;0.027571113
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;498665.0;0.0175;28536801.0;1047.098;0.0;0.0;0.0;0.0;75871471.0;2.784;152422286.0;2.01;123.0;0.005;9683939.0;0.1276;18449693.0;0.2432;27.253235;0.994;0.027417632
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;470148.0;0.0165;28436277.0;1044.532;0.0;0.0;0.0;0.0;75791099.0;2.784;151796945.0;2.0;125.0;0.005;9590009.0;0.1265;18409348.0;0.2429;27.223932;0.994;0.027391944
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;442447.0;0.0155;28491435.0;1044.365;0.0;0.0;0.0;0.0;75947628.0;2.784;152204338.0;2.0;122.0;0.004;9414348.0;0.124;18917996.0;0.2491;27.281102;0.994;0.027448815
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;458095.0;0.0161;28476064.0;1038.902;0.0;0.0;0.0;0.0;76310142.0;2.784;152101052.0;1.99;126.0;0.005;9040958.0;0.1185;18900816.0;0.2477;27.409772;0.994;0.027583699
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;448043.0;0.015700000000000002;28465297.0;1057.851;0.0;0.0;0.0;0.0;74932267.0;2.785;152084393.0;2.03;126.0;0.005;9414468.0;0.12560000000000002;16071798.0;0.2145;26.90861;0.994;0.02707682
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;518152.0;0.0182;28506619.0;1038.585;0.0;0.0;0.0;0.0;76421123.0;2.784;152199253.0;1.99;129.0;0.005;9838885.0;0.12869999999999998;18300691.0;0.2395;27.447567;0.994;0.027607973
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;486871.0;0.0171;28548324.0;1037.377;0.0;0.0;0.0;0.0;76616084.0;2.784;151757174.0;1.98;123.0;0.004;9577117.0;0.125;18392781.0;0.2401;27.519707;0.994;0.027698268
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;516979.0;0.0181;28502881.0;1027.609;0.0;0.0;0.0;0.0;77224433.0;2.784;152275167.0;1.97;124.0;0.004;9738045.0;0.1261;19067237.0;0.2469;27.737091;0.994;0.027905161
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;487116.0;0.0171;28546850.0;1047.095;0.0;0.0;0.0;0.0;75899550.0;2.784;152152797.0;2.0;128.0;0.005;9842674.0;0.1297;18531328.0;0.24420000000000003;27.262894;0.994;0.02743887
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;514068.0;0.018000000000000002;28516245.0;1022.164;0.0;0.0;1.0;0.036;77669665.0;2.784;152277753.0;1.96;128.0;0.005;9671522.0;0.1245;18861170.0;0.24280000000000002;27.897926;0.994;0.028061625
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;476384.0;0.0167;28560991.0;1051.155;0.0;0.0;0.0;0.0;75641267.0;2.784;152400292.0;2.01;124.0;0.005;9518739.0;0.1258;18441889.0;0.2438;27.171046;0.994;0.027338005
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;514385.0;0.018000000000000002;28525810.0;1024.119;0.0;0.0;0.0;0.0;77547331.0;2.784;151980093.0;1.96;122.0;0.004;10071073.0;0.12990000000000002;19257685.0;0.2483;27.854005;0.994;0.028016444
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;440542.0;0.0155;28487498.0;1052.801;0.0;0.0;1.0;0.037;75331124.0;2.784;152114547.0;2.02;125.0;0.005;9003158.0;0.1195;17978252.0;0.23870000000000002;27.058771;0.994;0.027216045
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;508574.0;0.0178;28501058.0;1027.024;0.0;0.0;0.0;0.0;77263826.0;2.784;152235280.0;1.97;124.0;0.004;9768495.0;0.1264;18885821.0;0.2444;27.7511;0.994;0.027909448
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;491326.0;0.0173;28445834.0;1020.529;0.0;0.0;0.0;0.0;77606451.0;2.784;152386496.0;1.96;129.0;0.005;9835344.0;0.1267;19236052.0;0.24789999999999998;27.873607;0.994;0.028028216
"./build/Benchmark/adevs_devstone classic  -w 3 -d 1 -t 4000000";"adevs_devstone";3;1;4000000;433837.0;0.0152;28492398.0;1058.176;0.0;0.0;0.0;0.0;74977458.0;2.785;152187465.0;2.03;127.0;0.005;9222008.0;0.12300000000000001;15892500.0;0.212;26.925941;0.994;0.027093055
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;556662.0;0.0159;35070572.0;1037.963;0.0;0.0;0.0;0.0;94086650.0;2.785;191463272.0;2.03;128.0;0.004;10872667.0;0.11560000000000001;20818101.0;0.2213;33.787891;0.995;0.033944173
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;563711.0;0.0161;34994874.0;1034.841;1.0;0.03;0.0;0.0;94151546.0;2.784;191590763.0;2.03;127.0;0.004;11524255.0;0.12240000000000001;21635301.0;0.2298;33.816664;0.995;0.033987364
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;622501.0;0.0182;34264634.0;990.746;0.0;0.0;0.0;0.0;96302454.0;2.785;191656155.0;1.99;124.0;0.004;12111598.0;0.1258;22174662.0;0.2303;34.584666;0.995;0.034744688
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;621797.0;0.018000000000000002;34493764.0;1004.809;0.0;0.0;0.0;0.0;95592475.0;2.785;191643981.0;2.0;124.0;0.004;11776732.0;0.1232;21698354.0;0.22699999999999998;34.328671;0.995;0.034488203
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;639910.0;0.018799999999999997;33977809.0;975.247;1.0;0.029;0.0;0.0;97010493.0;2.784;191760223.0;1.98;129.0;0.004;12091367.0;0.1246;22277002.0;0.2296;34.840203;0.995;0.035009917
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;631538.0;0.0184;34294500.0;993.269;0.0;0.0;0.0;0.0;96138080.0;2.784;191759902.0;1.99;124.0;0.004;12144529.0;0.1263;22255557.0;0.23149999999999998;34.526915;0.995;0.034695393
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;635482.0;0.018500000000000003;34295303.0;993.268;0.0;0.0;0.0;0.0;96144580.0;2.785;191613493.0;1.99;122.0;0.004;12125687.0;0.1261;22430930.0;0.23329999999999998;34.527737;0.995;0.034687417
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;557496.0;0.016;34895681.0;1028.531;1.0;0.029;0.0;0.0;94920516.0;2.798;190998897.0;2.01;126.0;0.004;11207655.0;0.11810000000000001;21504556.0;0.2266;33.927697;0.994;0.034132873
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;557951.0;0.0159;35082814.0;1039.22;1.0;0.03;0.0;0.0;93995212.0;2.784;191706895.0;2.04;126.0;0.004;11191490.0;0.1191;21343377.0;0.2271;33.758804;0.994;0.033967377
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;596231.0;0.0173;34421015.0;1002.022;0.0;0.0;0.0;0.0;95652020.0;2.785;191340686.0;2.0;129.0;0.004;12089206.0;0.1264;21962267.0;0.2296;34.351567;0.996;0.034504193
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;600518.0;0.0175;34409087.0;1000.318;0.0;0.0;1.0;0.029;95790739.0;2.785;191519188.0;2.0;122.0;0.004;11275445.0;0.1177;21240769.0;0.2217;34.398152;0.996;0.034546516
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;584540.0;0.017;34463370.0;1003.874;0.0;0.0;0.0;0.0;95575764.0;2.784;191493831.0;2.0;124.0;0.004;12142463.0;0.127;22230607.0;0.23260000000000003;34.330361;0.995;0.034501388
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;578398.0;0.0166;34844240.0;1026.092;0.0;0.0;0.0;0.0;94553960.0;2.784;191560037.0;2.03;122.0;0.004;11372988.0;0.12029999999999999;21452234.0;0.22690000000000002;33.9582;0.995;0.034114857
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;557259.0;0.0158;35189925.0;1045.784;0.0;0.0;1.0;0.03;93692989.0;2.784;191534343.0;2.04;129.0;0.004;11217182.0;0.1197;20944405.0;0.2235;33.649312;0.995;0.033805045
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;559478.0;0.0159;35200333.0;1045.594;0.0;0.0;0.0;0.0;93744052.0;2.785;191623502.0;2.04;127.0;0.004;10872345.0;0.11599999999999999;20728467.0;0.2211;33.665405;0.994;0.033852366
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;562420.0;0.016200000000000003;34637134.0;1012.987;0.0;0.0;0.0;0.0;95207227.0;2.784;191550524.0;2.01;123.0;0.004;11703884.0;0.1229;22465326.0;0.23600000000000002;34.193084;0.994;0.034382244
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;559108.0;0.0159;35140659.0;1042.694;0.0;0.0;0.0;0.0;93836953.0;2.784;191546449.0;2.04;122.0;0.004;11086385.0;0.11810000000000001;21014687.0;0.22390000000000002;33.701799;0.995;0.033855241
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;581877.0;0.0169;34439394.0;1001.696;0.0;0.0;0.0;0.0;95735342.0;2.785;191913984.0;2.0;122.0;0.004;11696989.0;0.1222;23265358.0;0.243;34.381085;0.995;0.034570509
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;582134.0;0.0168;34716268.0;1017.489;0.0;0.0;1.0;0.029;95010118.0;2.785;192007583.0;2.02;128.0;0.004;11205784.0;0.11789999999999999;21311533.0;0.2243;34.11954;0.996;0.034271024
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;592014.0;0.017;34760177.0;1021.373;0.0;0.0;0.0;0.0;94756975.0;2.784;191672872.0;2.02;129.0;0.004;11549597.0;0.1219;21663273.0;0.2286;34.032784;0.995;0.034214353
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;588595.0;0.0169;34886002.0;1028.511;0.0;0.0;0.0;0.0;94446322.0;2.784;191839472.0;2.03;124.0;0.004;11149566.0;0.11810000000000001;21333534.0;0.2259;33.918929;0.995;0.034075288
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;618858.0;0.018000000000000002;34397990.0;999.504;0.0;0.0;0.0;0.0;95828075.0;2.784;191046513.0;1.99;128.0;0.004;12280041.0;0.1281;22294093.0;0.23260000000000003;34.415067;0.995;0.034572422
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;559795.0;0.016;34924317.0;1029.876;0.0;0.0;0.0;0.0;94421165.0;2.784;191611285.0;2.03;125.0;0.004;11147013.0;0.11810000000000001;21743278.0;0.2303;33.911183;0.995;0.034070076
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;632504.0;0.018500000000000003;34152953.0;986.361;0.0;0.0;0.0;0.0;96413539.0;2.784;191307859.0;1.98;124.0;0.004;12174433.0;0.1263;22446187.0;0.2328;34.625193;0.994;0.034818547
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;596434.0;0.0172;34611266.0;1009.543;0.0;0.0;1.0;0.029;95461939.0;2.784;192160471.0;2.01;124.0;0.004;12042226.0;0.1261;22549768.0;0.23620000000000002;34.284103;0.995;0.034449427
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;600191.0;0.0172;34847315.0;1024.166;0.0;0.0;1.0;0.029;94746885.0;2.785;191483753.0;2.02;124.0;0.004;11274311.0;0.11900000000000001;20763360.0;0.2191;34.02505;0.996;0.034171185
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;621065.0;0.0182;34101299.0;982.289;0.0;0.0;0.0;0.0;96668975.0;2.785;191371126.0;1.98;123.0;0.004;12167478.0;0.1259;22437883.0;0.2321;34.716148;0.995;0.034877582
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;582954.0;0.0171;34158696.0;986.639;0.0;0.0;0.0;0.0;96404969.0;2.785;191786276.0;1.99;128.0;0.004;12338481.0;0.128;22879283.0;0.2373;34.621254;0.996;0.034775871
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;556046.0;0.0159;34921271.0;1029.992;0.0;0.0;0.0;0.0;94398473.0;2.784;191588744.0;2.03;127.0;0.004;11418885.0;0.121;21749326.0;0.2304;33.904418;0.994;0.034107632
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;570910.0;0.016399999999999998;34776724.0;1021.615;1.0;0.029;0.0;0.0;94776839.0;2.784;191464431.0;2.02;127.0;0.004;11395936.0;0.1202;22122316.0;0.2334;34.040936;0.994;0.034245429
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;576808.0;0.0167;34449575.0;1003.135;0.0;0.0;0.0;0.0;95624887.0;2.784;191489808.0;2.0;126.0;0.004;10988742.0;0.1149;21920525.0;0.22920000000000001;34.341904;0.996;0.034492812
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;559545.0;0.016200000000000003;34507132.0;1005.587;0.0;0.0;0.0;0.0;95554304.0;2.785;191582625.0;2.0;126.0;0.004;11694498.0;0.12240000000000001;23160542.0;0.24239999999999998;34.315421;0.996;0.034469305
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;607225.0;0.0176;34559421.0;1008.331;0.0;0.0;0.0;0.0;95432065.0;2.784;191425324.0;2.01;124.0;0.004;11780870.0;0.1234;21797909.0;0.2284;34.273872;0.995;0.034437481
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;553920.0;0.0158;35130967.0;1041.607;0.0;0.0;0.0;0.0;93918204.0;2.785;191639973.0;2.04;127.0;0.004;10772149.0;0.11470000000000001;20864371.0;0.22219999999999998;33.727665;0.995;0.033888351
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;630348.0;0.0183;34426265.0;1001.02;0.0;0.0;0.0;0.0;95766750.0;2.785;191865444.0;2.0;124.0;0.004;11895145.0;0.1242;21706946.0;0.2267;34.39118;0.994;0.034585341
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;576463.0;0.0166;34808404.0;1021.122;0.0;0.0;0.0;0.0;94922162.0;2.785;191176926.0;2.01;123.0;0.004;11780597.0;0.1241;21883625.0;0.2305;34.088387;0.995;0.034275212
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;605316.0;0.0175;34662663.0;1015.215;0.0;0.0;0.0;0.0;95069753.0;2.784;191664897.0;2.02;125.0;0.004;11724695.0;0.1233;21697672.0;0.22820000000000001;34.143172;0.995;0.034298593
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;608027.0;0.0177;34366233.0;995.514;0.0;0.0;0.0;0.0;96128719.0;2.785;191614244.0;1.99;125.0;0.004;12066852.0;0.1255;22516841.0;0.23420000000000002;34.521083;0.995;0.034679071
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;613865.0;0.0179;34375145.0;998.802;0.0;0.0;0.0;0.0;95832600.0;2.785;191638948.0;2.0;122.0;0.004;11819316.0;0.1233;22503937.0;0.2348;34.416378;0.995;0.034575247
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;579327.0;0.0166;34982303.0;1032.767;0.0;0.0;0.0;0.0;94316038.0;2.784;191955575.0;2.04;125.0;0.004;11276893.0;0.11960000000000001;21260522.0;0.2254;33.872401;0.995;0.034028137
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;630547.0;0.018600000000000002;33863507.0;968.342;0.0;0.0;0.0;0.0;97386281.0;2.785;191773085.0;1.97;121.0;0.003;12008284.0;0.1233;23613782.0;0.2425;34.97062;0.996;0.03512794
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;631026.0;0.0183;34463612.0;1002.566;0.0;0.0;1.0;0.029;95717246.0;2.784;191360221.0;2.0;124.0;0.004;11955886.0;0.1249;21744441.0;0.22719999999999999;34.375407;0.996;0.034527562
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;604374.0;0.0175;34533591.0;1005.716;0.0;0.0;0.0;0.0;95609543.0;2.784;191474198.0;2.0;128.0;0.004;11914499.0;0.1246;21864708.0;0.22870000000000001;34.337306;0.995;0.034502277
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;634574.0;0.018799999999999997;33741123.0;963.087;0.0;0.0;0.0;0.0;97565364.0;2.785;191755021.0;1.97;125.0;0.004;12260028.0;0.1257;23160662.0;0.23739999999999997;35.034335;0.995;0.035213553
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;576566.0;0.0166;34788480.0;1023.1;0.0;0.0;0.0;0.0;94678446.0;2.784;191590235.0;2.02;127.0;0.004;11563664.0;0.12210000000000001;21436206.0;0.22640000000000002;34.003019;0.995;0.034160098
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;615383.0;0.0178;34572764.0;1008.785;0.0;0.0;1.0;0.029;95435436.0;2.785;191269180.0;2.0;128.0;0.004;11739527.0;0.12300000000000001;21248074.0;0.22260000000000002;34.271692;0.995;0.034454391
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;594083.0;0.0171;34753919.0;1020.079;0.0;0.0;0.0;0.0;94865785.0;2.784;191907767.0;2.02;128.0;0.004;11610356.0;0.12240000000000001;21691654.0;0.22870000000000001;34.069836;0.994;0.034261176
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;591802.0;0.017;34773450.0;1019.894;0.0;0.0;0.0;0.0;94934331.0;2.784;191635137.0;2.02;126.0;0.004;11533062.0;0.1215;21443497.0;0.2259;34.095168;0.995;0.034265386
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;561986.0;0.016200000000000003;34772317.0;1019.974;0.0;0.0;0.0;0.0;94922773.0;2.784;191582635.0;2.02;126.0;0.004;11621971.0;0.12240000000000001;22788757.0;0.2401;34.091368;0.995;0.034247958
"./build/Benchmark/adevs_devstone classic  -w 4 -d 1 -t 4000000";"adevs_devstone";4;1;4000000;639132.0;0.0187;34261282.0;991.273;0.0;0.0;0.0;0.0;96249048.0;2.785;191609244.0;1.99;124.0;0.004;12143583.0;0.12619999999999998;21952500.0;0.2281;34.562921;0.995;0.034719171
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;629439.0;0.016399999999999998;38476512.0;1045.65;0.0;0.0;0.0;0.0;102457263.0;2.784;205873543.0;2.01;129.0;0.004;12513809.0;0.12210000000000001;23411089.0;0.2285;36.796752;0.995;0.036981863
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;656872.0;0.0171;38475305.0;1020.059;1.0;0.027;0.0;0.0;105020316.0;2.784;206007863.0;1.96;126.0;0.003;13728833.0;0.1307;25767216.0;0.24539999999999998;37.7187;0.996;0.037883252
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;658999.0;0.0171;38469339.0;1026.014;0.0;0.0;0.0;0.0;104410289.0;2.785;205433873.0;1.97;129.0;0.003;13767646.0;0.1319;25374276.0;0.243;37.493987;0.996;0.037642167
"./build/Benchmark/adevs_devstone classic  -w 2 -d 2 -t 4000000";"adevs_devstone";2;2;4000000;652239.0;0.017;38477574.0;1034.527;0.0;0.0;0.0;0.0;103561760.0;2.784;206181586.0;1.99;124.0;0.003;13252902.0;0.128;24937588.0;0.2408;37.193392;0.995;0.037389079
