 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (85.82%))";"branches";"branches (M/sec                    (85.77%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (85.56%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.31%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (85.47%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10052735.0;0.0116;864768060.0;556.552;255.0;0.164;16569.0;0.011;3990043730.0;2.568;4685410581.0;1.17;158.0;0.102;943100410.0;0.2364;1997624912.0;0.5007;1553.796354;1.092;1.423369421
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10160776.0;0.011899999999999999;856761391.0;565.896;188.0;0.124;16601.0;0.011;3939627510.0;2.602;4639052800.0;1.18;158.0;0.104;933344111.0;0.2369;1975203105.0;0.5014;1513.990669;1.09;1.388739395
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9934639.0;0.0116;858824669.0;531.057;181.0;0.112;16638.0;0.01;4024664140.0;2.489;4625119287.0;1.15;153.0;0.095;964855319.0;0.2397;2029852754.0;0.5044;1617.200007;1.091;1.482425666
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10423784.0;0.012199999999999999;857235679.0;505.101;128.0;0.075;16728.0;0.01;3968446037.0;2.338;4656741744.0;1.17;157.0;0.093;943489258.0;0.2377;1973874902.0;0.4974;1697.155551;1.103;1.538982947
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;9577797.0;0.0113;847773425.0;462.196;155.0;0.085;16742.0;0.009;3913636534.0;2.134;4629941059.0;1.18;157.0;0.086;918016497.0;0.2346;1977237742.0;0.5052;1834.228004;1.097;1.672789661
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;2;1024;10;4000000;10655728.0;0.0124;856157072.0;497.282;178.0;0.103;16654.0;0.01;3942208597.0;2.29;4662915168.0;1.18;158.0;0.092;925624962.0;0.2348;1966417881.0;0.4988;1721.671939;1.096;1.57150335
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9964193.0;0.013000000000000001;766662192.0;605.315;208.0;0.164;16488.0;0.013;3397190885.0;2.682;4134014172.0;1.22;157.0;0.124;901416961.0;0.26530000000000004;1603601189.0;0.47200000000000003;1266.550499;1.093;1.158497757
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10167897.0;0.0132;772789264.0;570.644;187.0;0.138;16477.0;0.012;3432228711.0;2.534;4141544433.0;1.21;156.0;0.115;920058918.0;0.2681;1636774737.0;0.4769;1354.239763;1.098;1.233753604
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10581477.0;0.013600000000000001;775454522.0;557.243;142.0;0.102;16589.0;0.012;3457754536.0;2.485;4160566571.0;1.2;156.0;0.112;947500992.0;0.27399999999999997;1638091880.0;0.47369999999999995;1391.59216;1.112;1.251927429
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9579295.0;0.0124;771352903.0;588.76;176.0;0.134;16467.0;0.013;3404057986.0;2.598;4155949489.0;1.22;152.0;0.116;905754923.0;0.2661;1603290284.0;0.47100000000000003;1310.1312;1.09;1.202227718
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9819712.0;0.0126;781368732.0;617.268;188.0;0.149;16492.0;0.013;3430359606.0;2.71;4189115108.0;1.22;156.0;0.123;909764412.0;0.2652;1618304133.0;0.4718;1265.850202;1.097;1.154136331
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10070059.0;0.0132;763144453.0;551.618;122.0;0.088;16635.0;0.012;3380022790.0;2.443;4096106593.0;1.21;156.0;0.113;918616581.0;0.2718;1630705491.0;0.4825;1383.465882;1.11;1.245955069
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;11294408.0;0.0146;772273153.0;602.754;219.0;0.171;16460.0;0.013;3531533091.0;2.756;4164066876.0;1.18;156.0;0.122;996727078.0;0.2822;1727853083.0;0.4893;1281.241115;1.094;1.171581776
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10528829.0;0.013600000000000001;772067115.0;593.835;200.0;0.154;16468.0;0.013;3433341261.0;2.641;4146597251.0;1.21;158.0;0.122;911755118.0;0.2656;1616460938.0;0.4708;1300.136919;1.095;1.1868747
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10598710.0;0.013600000000000001;779438057.0;562.025;214.0;0.154;16482.0;0.012;3453559980.0;2.49;4209743252.0;1.22;153.0;0.11;940269786.0;0.2723;1636901570.0;0.474;1386.838655;1.1;1.260913769
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;11068673.0;0.0144;766297322.0;600.284;185.0;0.145;16510.0;0.013;3457307861.0;2.708;4140203188.0;1.2;154.0;0.121;953291986.0;0.2757;1662137776.0;0.4808;1276.557134;1.098;1.162220239
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10592203.0;0.0137;774088785.0;498.933;138.0;0.089;16641.0;0.011;3454220717.0;2.226;4141150402.0;1.2;154.0;0.099;926671109.0;0.2683;1633790068.0;0.473;1551.489799;1.118;1.387840973
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10669806.0;0.0139;769960317.0;580.57;265.0;0.2;16456.0;0.012;3442827138.0;2.596;4155748911.0;1.21;158.0;0.119;934375779.0;0.27140000000000003;1637475503.0;0.4756;1326.214399;1.088;1.219174719
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10119224.0;0.0131;770908085.0;565.186;220.0;0.161;16476.0;0.012;3428216211.0;2.513;4169621686.0;1.22;157.0;0.115;928400152.0;0.2708;1620617670.0;0.4727;1363.990743;1.095;1.246191829
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10429592.0;0.013500000000000002;771926478.0;615.103;183.0;0.146;16459.0;0.013;3451372628.0;2.75;4157854776.0;1.2;156.0;0.124;941226735.0;0.2727;1646519687.0;0.4771;1254.953846;1.094;1.146944743
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9724370.0;0.0126;771435098.0;557.658;175.0;0.127;16574.0;0.012;3407426025.0;2.463;4200248814.0;1.23;157.0;0.113;920873544.0;0.2703;1622928937.0;0.4763;1383.347425;1.11;1.246145572
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;11189901.0;0.0144;777084011.0;497.551;126.0;0.081;16622.0;0.011;3498121291.0;2.24;4173157575.0;1.19;158.0;0.101;946915221.0;0.2707;1722784878.0;0.4925;1561.817021;1.114;1.402538724
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9532036.0;0.0124;767517035.0;589.939;222.0;0.171;16500.0;0.013;3378451560.0;2.597;4171844941.0;1.23;157.0;0.121;909507240.0;0.2692;1594987503.0;0.4721;1301.011347;1.098;1.184712105
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10199362.0;0.013300000000000001;767251689.0;592.307;224.0;0.173;16469.0;0.013;3453229675.0;2.666;4153483612.0;1.2;153.0;0.118;948281584.0;0.2746;1644065744.0;0.47609999999999997;1295.361461;1.092;1.186770916
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10071287.0;0.0131;769048305.0;581.741;135.0;0.102;16574.0;0.013;3437861215.0;2.601;4081179745.0;1.19;156.0;0.118;911142594.0;0.265;1628496924.0;0.47369999999999995;1321.977238;1.108;1.193509339
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;8851902.0;0.011399999999999999;774613321.0;577.753;166.0;0.124;16572.0;0.012;3400278108.0;2.536;4119836674.0;1.21;152.0;0.113;918462050.0;0.2701;1616604869.0;0.4754;1340.734155;1.106;1.211978435
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10615428.0;0.0139;764252926.0;588.27;189.0;0.145;16519.0;0.013;3402711645.0;2.619;4124272996.0;1.21;157.0;0.121;921161661.0;0.2707;1626309209.0;0.4779;1299.152468;1.091;1.19090363
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9986486.0;0.0129;776137686.0;557.518;232.0;0.167;16511.0;0.012;3420198298.0;2.457;4159010223.0;1.22;154.0;0.111;918845898.0;0.2687;1626375682.0;0.4755;1392.130863;1.101;1.264656448
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10397083.0;0.013500000000000002;768243762.0;509.956;160.0;0.106;16654.0;0.011;3397241130.0;2.255;4129299851.0;1.22;158.0;0.105;920894915.0;0.2711;1618135860.0;0.4763;1506.491727;1.113;1.35376822
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9961256.0;0.0129;769506878.0;511.574;175.0;0.116;16558.0;0.011;3416465382.0;2.271;4141777351.0;1.21;157.0;0.104;925125302.0;0.2708;1631811196.0;0.47759999999999997;1504.19358;1.107;1.359378865
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9790469.0;0.0129;760999934.0;593.008;226.0;0.176;16539.0;0.013;3399667189.0;2.649;4129954098.0;1.21;156.0;0.122;922156532.0;0.2712;1613597154.0;0.4746;1283.287669;1.099;1.167738308
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9371038.0;0.012199999999999999;767191140.0;605.944;177.0;0.14;16491.0;0.013;3399231806.0;2.685;4131084136.0;1.22;154.0;0.122;921356492.0;0.271;1610647276.0;0.4738;1266.108988;1.095;1.156772832
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9149615.0;0.011699999999999999;779652178.0;587.122;219.0;0.165;16462.0;0.012;3429181605.0;2.582;4189557727.0;1.22;157.0;0.118;934032550.0;0.2724;1640076759.0;0.4783;1327.922375;1.095;1.212458965
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10477266.0;0.013500000000000002;774495937.0;540.569;182.0;0.127;16551.0;0.012;3474575857.0;2.425;4154344795.0;1.2;157.0;0.11;957972596.0;0.2757;1685338640.0;0.485;1432.741223;1.102;1.300303041
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;8846074.0;0.0115;768627516.0;623.935;221.0;0.179;16473.0;0.013;3382876029.0;2.746;4149786088.0;1.23;157.0;0.127;902942630.0;0.2669;1601072372.0;0.4733;1231.902686;1.09;1.130157163
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10107997.0;0.013000000000000001;780521325.0;587.328;198.0;0.149;16489.0;0.012;3435423962.0;2.585;4176432043.0;1.22;157.0;0.118;925377696.0;0.26940000000000003;1618681307.0;0.47119999999999995;1328.936616;1.097;1.210974683
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9307932.0;0.0121;771769265.0;460.073;154.0;0.092;16670.0;0.01;3444706711.0;2.053;4089012693.0;1.19;157.0;0.094;919904416.0;0.267;1651638350.0;0.47950000000000004;1677.491541;1.115;1.504462942
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10032206.0;0.0129;779762146.0;574.17;203.0;0.149;16507.0;0.012;3436374130.0;2.53;4176916057.0;1.22;156.0;0.115;932752225.0;0.27140000000000003;1634327395.0;0.4756;1358.067906;1.099;1.236118368
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10838316.0;0.0141;771104524.0;535.095;186.0;0.129;16584.0;0.012;3451272963.0;2.395;4149548665.0;1.2;156.0;0.108;921483967.0;0.267;1629284346.0;0.4721;1441.060174;1.108;1.300778859
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10631560.0;0.0139;764831804.0;549.882;199.0;0.143;16523.0;0.012;3400676745.0;2.445;4119355350.0;1.21;157.0;0.113;913494218.0;0.2686;1615214331.0;0.475;1390.901945;1.102;1.262297231
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10422881.0;0.013500000000000002;773377069.0;524.762;141.0;0.096;16643.0;0.011;3398959179.0;2.306;4145216297.0;1.22;157.0;0.107;933721699.0;0.2747;1650602707.0;0.48560000000000003;1473.767937;1.111;1.326571641
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10036148.0;0.0129;776202451.0;585.214;217.0;0.164;16487.0;0.012;3428944573.0;2.585;4155872221.0;1.21;156.0;0.118;934586695.0;0.2726;1640146286.0;0.4783;1326.356893;1.096;1.210008061
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10422086.0;0.0134;777635456.0;544.35;236.0;0.165;16509.0;0.012;3443918594.0;2.411;4151185841.0;1.21;157.0;0.11;924042655.0;0.2683;1633098391.0;0.4742;1428.558352;1.102;1.29596038
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9766821.0;0.0125;779226196.0;589.451;167.0;0.126;16461.0;0.012;3444710249.0;2.606;4186673339.0;1.22;158.0;0.12;937573142.0;0.2722;1642785711.0;0.4769;1321.952376;1.099;1.202780995
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10818805.0;0.0139;777992090.0;553.953;199.0;0.142;16560.0;0.012;3448216756.0;2.455;4179150327.0;1.21;158.0;0.113;942210110.0;0.2732;1627767970.0;0.4721;1404.437092;1.1;1.27624443
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9703144.0;0.0127;761802853.0;556.435;141.0;0.103;16656.0;0.012;3407450137.0;2.489;4087715143.0;1.2;155.0;0.113;924368291.0;0.2713;1626965328.0;0.4775;1369.07897;1.111;1.231846214
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10421200.0;0.0134;777693317.0;605.138;203.0;0.158;16512.0;0.013;3470398778.0;2.7;4174480093.0;1.2;159.0;0.124;949909700.0;0.2737;1660921356.0;0.47859999999999997;1285.149765;1.101;1.167222409
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9861162.0;0.0128;770341458.0;595.13;191.0;0.148;16487.0;0.013;3393975642.0;2.622;4155461132.0;1.22;154.0;0.119;922066096.0;0.2717;1614574257.0;0.4757;1294.409657;1.095;1.182194485
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;12410125.0;0.016200000000000003;767542310.0;530.378;196.0;0.135;16555.0;0.011;3545130963.0;2.45;4143790658.0;1.17;155.0;0.107;1018027859.0;0.2872;1745332989.0;0.49229999999999996;1447.160504;1.101;1.314217855
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10434543.0;0.013600000000000001;766296381.0;506.84;150.0;0.099;16558.0;0.011;3417448245.0;2.26;4110596997.0;1.2;154.0;0.102;945617059.0;0.2767;1655255344.0;0.4844;1511.91076;1.103;1.370131204
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10014193.0;0.0131;763628437.0;589.712;153.0;0.118;16525.0;0.013;3494169337.0;2.698;4118193487.0;1.18;156.0;0.12;986949632.0;0.2825;1704760125.0;0.4879;1294.916706;1.097;1.180214487
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9965056.0;0.0127;782536908.0;595.263;179.0;0.136;16491.0;0.013;3506482596.0;2.667;4179183831.0;1.19;156.0;0.119;969711642.0;0.27649999999999997;1701003605.0;0.4851;1314.607335;1.102;1.19292313
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9922383.0;0.0127;778996896.0;595.423;230.0;0.176;16479.0;0.013;3411084128.0;2.607;4184343983.0;1.23;154.0;0.118;909887094.0;0.2667;1611388148.0;0.47240000000000004;1308.307455;1.097;1.192543862
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;9935560.0;0.0128;776091017.0;545.576;151.0;0.106;16636.0;0.012;3478372916.0;2.445;4122746395.0;1.19;155.0;0.109;967402617.0;0.2781;1704469054.0;0.49;1422.517879;1.114;1.2770127
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10116027.0;0.0131;774074222.0;507.343;177.0;0.116;16522.0;0.011;3435155620.0;2.251;4159866059.0;1.21;156.0;0.102;928301664.0;0.2702;1633403600.0;0.4755;1525.740284;1.109;1.375969054
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;4;16;10;4000000;10820417.0;0.0141;769824985.0;587.707;212.0;0.162;16482.0;0.013;3440119448.0;2.626;4125637739.0;1.2;154.0;0.118;924372205.0;0.2687;1626750575.0;0.4729;1309.878238;1.092;1.199528144
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;10526534.0;0.013500000000000002;781789916.0;582.347;170.0;0.127;16493.0;0.012;3509454713.0;2.614;4200941695.0;1.2;154.0;0.115;946377296.0;0.2697;1681737428.0;0.4792;1342.481505;1.099;1.221406529
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;9798815.0;0.0126;776830254.0;540.626;192.0;0.134;16497.0;0.011;3438949243.0;2.393;4183220717.0;1.22;153.0;0.106;923344374.0;0.2685;1646968495.0;0.4789;1436.908608;1.101;1.304609587
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;11469197.0;0.0148;776587728.0;578.621;161.0;0.12;16535.0;0.012;3515372782.0;2.619;4165372889.0;1.18;154.0;0.115;962222350.0;0.2737;1703354769.0;0.48450000000000004;1342.136322;1.101;1.219453212
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;9549600.0;0.0123;777989724.0;566.544;210.0;0.153;16516.0;0.012;3452388551.0;2.514;4164322844.0;1.21;153.0;0.111;916178039.0;0.26539999999999997;1644238744.0;0.4763;1373.219813;1.098;1.250671304
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;11147564.0;0.014499999999999999;768919344.0;577.44;207.0;0.155;16496.0;0.012;3525063827.0;2.647;4127179309.0;1.17;157.0;0.118;979190504.0;0.2778;1717545094.0;0.48719999999999997;1331.599898;1.094;1.217434602
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;10135303.0;0.0131;775553475.0;573.265;162.0;0.12;16571.0;0.012;3390962516.0;2.506;4190549802.0;1.24;156.0;0.115;918598658.0;0.2709;1632443667.0;0.4814;1352.870551;1.109;1.219725274
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;10567941.0;0.013500000000000002;779996843.0;573.53;191.0;0.14;16491.0;0.012;3463849004.0;2.547;4164966511.0;1.2;154.0;0.113;920887399.0;0.2659;1656033363.0;0.4781;1359.993703;1.102;1.234106458
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;10229666.0;0.013000000000000001;786255858.0;605.037;194.0;0.149;16461.0;0.013;3454776209.0;2.659;4226801193.0;1.22;154.0;0.119;913732373.0;0.2645;1633785064.0;0.4729;1299.517416;1.097;1.184915695
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;9796221.0;0.0127;773299180.0;544.896;147.0;0.104;16604.0;0.012;3410372709.0;2.403;4132763803.0;1.21;157.0;0.111;906621417.0;0.2658;1627851164.0;0.47729999999999995;1419.167137;1.109;1.279582081
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;9537874.0;0.012199999999999999;783960922.0;570.844;207.0;0.151;16482.0;0.012;3468552574.0;2.526;4217598458.0;1.22;157.0;0.114;912971819.0;0.2632;1642896103.0;0.47369999999999995;1373.336023;1.098;1.250869235
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;9267467.0;0.012;775514868.0;594.65;205.0;0.157;16480.0;0.013;3457879324.0;2.651;4173185028.0;1.21;157.0;0.12;932525890.0;0.2697;1655552427.0;0.4788;1304.153228;1.092;1.194269329
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;9205302.0;0.011899999999999999;775622318.0;577.407;192.0;0.143;16598.0;0.012;3451701229.0;2.57;4154946550.0;1.2;157.0;0.117;905845720.0;0.26239999999999997;1637902878.0;0.47450000000000003;1343.286408;1.107;1.212923788
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;10169041.0;0.0129;786035898.0;521.911;195.0;0.129;16506.0;0.011;3475361453.0;2.308;4199405634.0;1.21;157.0;0.104;928583331.0;0.2672;1650610834.0;0.47490000000000004;1506.073828;1.104;1.364213259
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;10559058.0;0.0137;773379128.0;586.892;161.0;0.122;16505.0;0.013;3492472712.0;2.65;4179699332.0;1.2;153.0;0.116;959304628.0;0.2747;1709723344.0;0.48950000000000005;1317.754304;1.102;1.196269894
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 4 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;4;64;10;4000000;10064423.0;0.0129;780619158.0;593.918;217.0;0.165;16457.0;0.013;3418243535.0;2.601;4198002965.0;1.23;157.0;0.119;887521510.0;0.2596;1602760867.0;0.4689;1314.354186;1.098;1.197043917
