 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (83.33%))";"branches";"branches (M/sec                    (83.35%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (83.35%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (66.70%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (83.35%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6042569.0;0.0039000000000000003;1552378214.0;734.159;3.0;0.001;0.0;0.0;5888989332.0;2.785;10810841835.0;1.84;131.0;0.062;652309767.0;0.1108;2163075240.0;0.36729999999999996;2114.498579;1.001;2.112524176
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6036300.0;0.0039000000000000003;1552341525.0;735.026;3.0;0.001;0.0;0.0;5878344767.0;2.783;10810458991.0;1.84;134.0;0.063;652095017.0;0.1109;2155356364.0;0.3667;2111.954421;1.001;2.109976133
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6043339.0;0.0039000000000000003;1552260102.0;809.038;3.0;0.002;0.0;0.0;5895840498.0;3.073;10809852983.0;1.83;136.0;0.071;658767469.0;0.1117;2168475989.0;0.3678;1918.648712;1.001;1.916902495
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6037953.0;0.0039000000000000003;1552397976.0;734.358;3.0;0.001;0.0;0.0;5879757857.0;2.781;10811053738.0;1.84;131.0;0.062;652414740.0;0.111;2162517315.0;0.3678;2113.953362;1.001;2.111977619
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6038434.0;0.0039000000000000003;1552146942.0;744.626;2.0;0.001;0.0;0.0;5882373102.0;2.822;10808833608.0;1.84;130.0;0.062;651549433.0;0.1108;2157385063.0;0.3668;2084.465204;1.001;2.08252107
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6037985.0;0.0039000000000000003;1551881395.0;761.588;2.0;0.001;1.0;0.0;5899803905.0;2.895;10808388565.0;1.83;133.0;0.065;658026249.0;0.1115;2174845087.0;0.3686;2037.691092;1.001;2.035880806
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6047139.0;0.0039000000000000003;1552097017.0;811.041;4.0;0.002;0.0;0.0;5880025343.0;3.073;10810065591.0;1.84;134.0;0.07;652230684.0;0.1109;2157854679.0;0.36700000000000005;1913.710114;1.001;1.91197439
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6047071.0;0.0039000000000000003;1552154900.0;796.203;3.0;0.002;0.0;0.0;5887637538.0;3.02;10810143687.0;1.84;136.0;0.07;652785487.0;0.1109;2163436506.0;0.3675;1949.445131;1.001;1.947673238
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6038297.0;0.0039000000000000003;1552377891.0;734.232;2.0;0.001;0.0;0.0;5888496039.0;2.785;10811324750.0;1.84;136.0;0.064;651917819.0;0.1107;2163431351.0;0.3674;2114.287972;1.001;2.112325897
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6041049.0;0.0039000000000000003;1551726884.0;733.12;3.0;0.001;0.0;0.0;5884225603.0;2.78;10806914074.0;1.84;133.0;0.063;652337417.0;0.1109;2155587376.0;0.3663;2116.606413;1.001;2.114720952
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6044704.0;0.0039000000000000003;1552378658.0;733.417;2.0;0.001;0.0;0.0;5894916101.0;2.785;10811005080.0;1.83;131.0;0.062;653317266.0;0.1108;2166860298.0;0.3676;2116.638514;1.001;2.114626882
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6042817.0;0.0039000000000000003;1552302962.0;799.648;4.0;0.002;0.0;0.0;5882694664.0;3.03;10803665633.0;1.84;135.0;0.07;651957355.0;0.1108;2155969252.0;0.3665;1941.232211;1.001;1.939464148
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6052654.0;0.0039000000000000003;1551589228.0;771.882;2.0;0.001;0.0;0.0;5882807609.0;2.927;10807573830.0;1.84;131.0;0.065;650826293.0;0.1106;2156900460.0;0.3666;2010.136747;1.001;2.008384441
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6044455.0;0.0039000000000000003;1552228931.0;778.114;2.0;0.001;0.0;0.0;5891279904.0;2.953;10806854329.0;1.83;136.0;0.068;653387066.0;0.1109;2165544126.0;0.3676;1994.860532;1.001;1.99302069
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6059984.0;0.0039000000000000003;1552292135.0;772.869;2.0;0.001;1.0;0.0;5884106210.0;2.93;10810110298.0;1.84;135.0;0.067;653538150.0;0.11109999999999999;2157647056.0;0.3667;2008.480736;1.001;2.006596785
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6041959.0;0.0039000000000000003;1552113541.0;802.912;3.0;0.002;2.0;0.001;5876153451.0;3.04;10809303791.0;1.84;131.0;0.068;649146736.0;0.1105;2157236147.0;0.3671;1933.106027;1.001;1.931371462
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";4;2;256;10;4000000;6045661.0;0.0039000000000000003;1552329398.0;734.902;3.0;0.001;0.0;0.0;5879797576.0;2.784;10811264756.0;1.84;131.0;0.062;651971511.0;0.1109;2157780270.0;0.36700000000000005;2112.295851;1.001;2.110312241
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6041651.0;0.0033;1843216074.0;671.389;3.0;0.001;1.0;0.0;8413828534.0;3.065;12555658373.0;1.49;133.0;0.048;800646887.0;0.09519999999999999;4112500485.0;0.4888;2745.376801;1.001;2.742799392
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6042318.0;0.0033;1842740593.0;666.535;3.0;0.001;0.0;0.0;7688302918.0;2.781;12553542264.0;1.63;135.0;0.049;653521849.0;0.085;3380050212.0;0.4396;2764.656072;1.001;2.761985238
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6039701.0;0.0033;1842972164.0;696.809;3.0;0.001;0.0;0.0;7784449553.0;2.943;12544631065.0;1.61;132.0;0.05;673954432.0;0.0866;3473772397.0;0.4462;2644.872572;1.001;2.642387972
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6041273.0;0.0033;1843189862.0;721.831;3.0;0.001;1.0;0.0;7687288080.0;3.011;12552357693.0;1.63;135.0;0.053;653145284.0;0.085;3380568302.0;0.43979999999999997;2553.490944;1.001;2.551075642
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6040362.0;0.0033;1843162646.0;664.222;2.0;0.001;0.0;0.0;7726160080.0;2.784;12556361125.0;1.63;131.0;0.047;656701609.0;0.085;3417431212.0;0.44229999999999997;2774.919096;1.001;2.772291899
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6039647.0;0.0033;1843044349.0;724.357;2.0;0.001;2.0;0.001;7711845414.0;3.031;12557712304.0;1.63;134.0;0.053;654135987.0;0.0848;3408131685.0;0.44189999999999996;2544.385381;1.001;2.541973198
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6078227.0;0.0033;1841186841.0;704.709;3.0;0.001;0.0;0.0;7779255760.0;2.977;12555862397.0;1.61;132.0;0.051;668883649.0;0.086;3483168797.0;0.44780000000000003;2612.689354;1.001;2.610179889
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6044508.0;0.0033;1843119227.0;725.138;3.0;0.001;0.0;0.0;7688224074.0;3.025;12556162781.0;1.63;134.0;0.053;649133387.0;0.08439999999999999;3381207265.0;0.43979999999999997;2541.749153;1.001;2.539346959
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6037265.0;0.0033;1843202469.0;667.312;3.0;0.001;0.0;0.0;7683943133.0;2.782;12556566549.0;1.63;131.0;0.047;652737575.0;0.0849;3383478232.0;0.4403;2762.12934;1.001;2.759491658
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6043457.0;0.0033;1843346604.0;674.98;3.0;0.001;0.0;0.0;7687540524.0;2.815;12557055497.0;1.63;137.0;0.05;653190889.0;0.085;3381401418.0;0.4399;2730.962995;1.001;2.728333805
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6047601.0;0.0033;1843321172.0;703.738;3.0;0.001;0.0;0.0;7696851959.0;2.938;12556805591.0;1.63;132.0;0.05;653047998.0;0.0848;3390014182.0;0.4404;2619.330346;1.001;2.616880365
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6050151.0;0.0033;1842877398.0;703.792;3.0;0.001;0.0;0.0;7713731512.0;2.946;12553782503.0;1.63;135.0;0.052;653625328.0;0.08470000000000001;3414900131.0;0.44270000000000004;2618.498883;1.001;2.616049176
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6053575.0;0.0033;1843072015.0;713.559;2.0;0.001;0.0;0.0;7698211234.0;2.98;12556096516.0;1.63;133.0;0.051;655231192.0;0.0851;3391347204.0;0.44049999999999995;2582.930284;1.001;2.580474287
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6040748.0;0.0033;1841664407.0;725.149;3.0;0.001;0.0;0.0;7685224768.0;3.026;12555783315.0;1.63;133.0;0.052;653422859.0;0.085;3378748060.0;0.4396;2539.704807;1.001;2.537306534
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6044695.0;0.0033;1842386829.0;703.816;2.0;0.001;0.0;0.0;7712555684.0;2.946;12553104986.0;1.63;131.0;0.05;652852337.0;0.08460000000000001;3411023829.0;0.44229999999999997;2617.711524;1.001;2.615416252
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6040215.0;0.0033;1843224906.0;736.816;3.0;0.001;0.0;0.0;7691287728.0;3.075;12557034200.0;1.63;135.0;0.054;653595718.0;0.085;3384971389.0;0.4401;2501.609415;1.001;2.499248284
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6037270.0;0.0033;1843167461.0;698.195;2.0;0.001;0.0;0.0;7709827390.0;2.92;12555965936.0;1.63;132.0;0.05;655598744.0;0.085;3401630227.0;0.4412;2639.904671;1.001;2.637359673
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6043724.0;0.0033;1843139976.0;719.236;3.0;0.001;0.0;0.0;7683822511.0;2.998;12556403289.0;1.63;132.0;0.052;649474384.0;0.08449999999999999;3379676863.0;0.43979999999999997;2562.634821;1.001;2.560227513
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6037373.0;0.0033;1843105989.0;731.876;3.0;0.001;0.0;0.0;7699750360.0;3.057;12547263925.0;1.63;136.0;0.054;654064273.0;0.0849;3392060673.0;0.44049999999999995;2518.331852;1.001;2.515956839
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6041516.0;0.0033;1843203145.0;711.517;2.0;0.001;0.0;0.0;7714300670.0;2.978;12547621300.0;1.63;134.0;0.052;655914773.0;0.085;3405651730.0;0.4415;2590.524336;1.001;2.588064581
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6040617.0;0.0033;1841775746.0;705.153;2.0;0.001;1.0;0.0;7711405242.0;2.952;12556512664.0;1.63;136.0;0.052;652901741.0;0.08470000000000001;3405827733.0;0.44170000000000004;2611.879981;1.001;2.609396874
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6045189.0;0.0033;1842788558.0;702.79;3.0;0.001;0.0;0.0;7803562356.0;2.976;12554821982.0;1.61;131.0;0.05;653073490.0;0.0837;3496195807.0;0.44799999999999995;2622.105506;1.001;2.619678242
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6040174.0;0.0033;1843203759.0;709.551;3.0;0.001;0.0;0.0;7737501178.0;2.979;12556130748.0;1.62;131.0;0.05;655578830.0;0.08470000000000001;3429548907.0;0.4432;2597.704188;1.001;2.59521453
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6041163.0;0.0033;1843269590.0;694.108;3.0;0.001;0.0;0.0;7687866585.0;2.895;12555488439.0;1.63;133.0;0.05;653809384.0;0.085;3380100786.0;0.4397;2655.592971;1.001;2.653113056
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6047345.0;0.0033;1843122294.0;705.234;2.0;0.001;0.0;0.0;7715988697.0;2.952;12556315247.0;1.63;135.0;0.052;655272329.0;0.0849;3408142025.0;0.44170000000000004;2613.489539;1.001;2.610992552
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6038325.0;0.0033;1842779942.0;700.367;3.0;0.001;0.0;0.0;7687025126.0;2.922;12553884010.0;1.63;136.0;0.052;653344449.0;0.085;3379862336.0;0.4397;2631.163334;1.001;2.628735667
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6036276.0;0.0033;1843122271.0;713.613;2.0;0.001;0.0;0.0;7697285405.0;2.98;12557067247.0;1.63;132.0;0.051;655890339.0;0.0852;3391741494.0;0.44060000000000005;2582.80316;1.001;2.580326448
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6051126.0;0.0033;1843365992.0;688.565;3.0;0.001;0.0;0.0;7710949513.0;2.88;12555630945.0;1.63;134.0;0.05;653317154.0;0.08470000000000001;3404165680.0;0.4415;2677.110708;1.001;2.674541768
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6046824.0;0.0033;1843157444.0;717.683;3.0;0.001;0.0;0.0;7693242282.0;2.996;12556456129.0;1.63;131.0;0.051;653645036.0;0.085;3386579732.0;0.44020000000000004;2568.205699;1.001;2.565771294
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6040616.0;0.0033;1843217653.0;711.761;3.0;0.001;0.0;0.0;7711660205.0;2.978;12552307959.0;1.63;136.0;0.053;652953756.0;0.08470000000000001;3405283824.0;0.4416;2589.659414;1.001;2.587198751
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6039518.0;0.0033;1841054069.0;676.701;3.0;0.001;1.0;0.0;7690248073.0;2.827;12556512920.0;1.63;134.0;0.049;656049720.0;0.08529999999999999;3381030656.0;0.4397;2720.631432;1.001;2.718042981
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6052138.0;0.0033;1843176671.0;692.313;2.0;0.001;0.0;0.0;7695895936.0;2.891;12549755676.0;1.63;135.0;0.051;654852268.0;0.0851;3389594277.0;0.4404;2662.346646;1.001;2.659780026
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6047362.0;0.0033;1843208173.0;674.919;3.0;0.001;0.0;0.0;7711199890.0;2.824;12556750294.0;1.63;135.0;0.049;658816496.0;0.08539999999999999;3405599666.0;0.4416;2731.006324;1.001;2.728448916
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6043901.0;0.0033;1843529437.0;569.404;3.0;0.001;3.0;0.001;9157801595.0;2.829;12555566896.0;1.37;135.0;0.042;963195542.0;0.1052;4866618297.0;0.5314;3237.649452;1.001;3.234520619
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6040612.0;0.0033;1843324794.0;666.901;2.0;0.001;0.0;0.0;7698143323.0;2.785;12557412174.0;1.63;135.0;0.049;652901530.0;0.0848;3389833948.0;0.4403;2764.014882;1.001;2.761347023
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6034910.0;0.0033;1843281972.0;667.974;3.0;0.001;0.0;0.0;7685418366.0;2.785;12556422024.0;1.63;132.0;0.048;652249413.0;0.0849;3378819735.0;0.4396;2759.510791;1.001;2.756861453
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6035587.0;0.0033;1843106064.0;714.636;2.0;0.001;0.0;0.0;7685700120.0;2.98;12556182575.0;1.63;136.0;0.053;652936408.0;0.085;3379144809.0;0.4397;2579.083282;1.001;2.57662926
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6035929.0;0.0033;1843259063.0;665.874;3.0;0.001;0.0;0.0;7708493480.0;2.785;12556901409.0;1.63;132.0;0.048;652817702.0;0.08470000000000001;3401349379.0;0.4412;2768.180047;1.001;2.765564843
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6042571.0;0.0033;1843194327.0;722.018;3.0;0.001;0.0;0.0;7708550996.0;3.02;12555704439.0;1.63;136.0;0.053;653537316.0;0.0848;3402135736.0;0.4413;2552.837725;1.001;2.550431308
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6052758.0;0.0033;1843202121.0;737.844;2.0;0.001;0.0;0.0;7684776434.0;3.076;12556333602.0;1.63;133.0;0.053;654113020.0;0.0851;3377982868.0;0.4396;2498.092542;1.001;2.495737725
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6046380.0;0.0033;1843311026.0;706.924;3.0;0.001;0.0;0.0;7685045116.0;2.947;12552928831.0;1.63;134.0;0.051;652633022.0;0.0849;3378489469.0;0.4396;2607.510343;1.001;2.605041283
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6049585.0;0.0033;1843130582.0;713.704;3.0;0.001;0.0;0.0;7683707910.0;2.975;12555961426.0;1.63;130.0;0.05;655210404.0;0.08529999999999999;3385127442.0;0.44060000000000005;2582.487587;1.001;2.580010772
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6039780.0;0.0033;1843217083.0;607.339;3.0;0.001;1.0;0.0;9002055853.0;2.966;12557087855.0;1.39;135.0;0.044;919154720.0;0.10210000000000001;4706374927.0;0.5228;3034.908904;1.001;3.032167846
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6093414.0;0.0033;1842668617.0;729.899;3.0;0.001;0.0;0.0;7690843950.0;3.046;12552651012.0;1.63;135.0;0.053;653808494.0;0.085;3381226557.0;0.4396;2524.552424;1.001;2.522260557
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6040471.0;0.0033;1843280258.0;664.241;2.0;0.001;0.0;0.0;7728341290.0;2.785;12557304697.0;1.62;133.0;0.048;685758321.0;0.08869999999999999;3419771881.0;0.4425;2775.019315;1.001;2.772362911
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6037545.0;0.0033;1843129706.0;736.885;3.0;0.001;0.0;0.0;7686475231.0;3.073;12543148004.0;1.63;134.0;0.054;653910996.0;0.0851;3380608804.0;0.43979999999999997;2501.244686;1.001;2.498882331
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6037363.0;0.0033;1843122995.0;709.579;3.0;0.001;1.0;0.0;7699144459.0;2.964;12556727101.0;1.63;134.0;0.052;653215093.0;0.0848;3392436329.0;0.44060000000000005;2597.486882;1.001;2.595030021
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6036696.0;0.0033;1843185121.0;714.812;3.0;0.001;0.0;0.0;7683565623.0;2.98;12556094490.0;1.63;134.0;0.052;652861268.0;0.085;3376619180.0;0.4395;2578.560993;1.001;2.576111036
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6038205.0;0.0033;1843222347.0;713.366;3.0;0.001;0.0;0.0;7713881826.0;2.985;12556553189.0;1.63;135.0;0.052;653802776.0;0.0848;3406060611.0;0.4415;2583.837266;1.001;2.581401654
"./build/Benchmark/adevs_phold classic -n 4 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";4;2;1024;10;4000000;6049651.0;0.0033;1843269759.0;713.946;2.0;0.001;0.0;0.0;7688965353.0;2.978;12556390283.0;1.63;134.0;0.052;653223623.0;0.085;3388652544.0;0.4407;2581.803787;1.001;2.579337859
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5749935.0;0.004;1421901140.0;841.181;2.0;0.001;0.0;0.0;5159385927.0;3.052;9974185115.0;1.93;133.0;0.079;632583786.0;0.1226;1717320418.0;0.3329;1690.362754;1.001;1.68885743
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5751385.0;0.004;1421323222.0;771.926;3.0;0.002;0.0;0.0;5158554121.0;2.802;9986258642.0;1.94;130.0;0.071;633067101.0;0.12269999999999999;1715356662.0;0.3325;1841.268312;1.001;1.839700194
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5757391.0;0.0040999999999999995;1420362991.0;820.251;2.0;0.001;2.0;0.001;5161620256.0;2.981;9989772625.0;1.94;136.0;0.079;634605639.0;0.1229;1718329668.0;0.3329;1731.620388;1.001;1.73009528
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5751828.0;0.004;1421988173.0;819.277;2.0;0.001;0.0;0.0;5156601962.0;2.971;9989921382.0;1.94;133.0;0.077;637298613.0;0.12359999999999999;1721411998.0;0.33380000000000004;1735.661269;1.001;1.734077986
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5797014.0;0.0040999999999999995;1420629156.0;796.948;2.0;0.001;1.0;0.001;5158767179.0;2.894;9989635656.0;1.94;135.0;0.076;634296016.0;0.12300000000000001;1715446285.0;0.3325;1782.586972;1.001;1.780991301
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5764630.0;0.0040999999999999995;1421991840.0;820.318;3.0;0.002;0.0;0.0;5159724401.0;2.977;9990053292.0;1.94;134.0;0.077;634097430.0;0.1229;1718104336.0;0.33299999999999996;1733.463717;1.001;1.731886516
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5747040.0;0.004;1422014958.0;813.404;2.0;0.001;0.0;0.0;5158919728.0;2.951;9989476755.0;1.94;136.0;0.078;633637050.0;0.12279999999999999;1715726497.0;0.3326;1748.2261;1.001;1.746649447
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5758899.0;0.004;1421979170.0;820.782;1.0;0.001;0.0;0.0;5161477645.0;2.979;9989113366.0;1.94;134.0;0.077;634973603.0;0.12300000000000001;1718187649.0;0.3329;1732.469363;1.001;1.730902253
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5761571.0;0.0040999999999999995;1422032820.0;820.516;2.0;0.001;0.0;0.0;5159576394.0;2.977;9989642211.0;1.94;133.0;0.077;633969527.0;0.1229;1717140413.0;0.3328;1733.096322;1.001;1.731501432
"./build/Benchmark/adevs_phold classic -n 2 -s 4 -i 16 -r 10 -t 4000000";"adevs_phold";2;4;16;10;4000000;5757069.0;0.004;1422015758.0;823.821;2.0;0.001;0.0;0.0;5160310832.0;2.99;9976130277.0;1.93;136.0;0.079;633348443.0;0.12269999999999999;1717455635.0;0.3328;1726.121393;1.001;1.724562044
