 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (83.33%))";"branches";"branches (M/sec                    (83.35%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (83.35%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (66.70%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (83.35%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12773007.0;0.0036;3530161862.0;711.304;3.0;0.001;0.0;0.0;14790738632.0;2.98;24031975406.0;1.62;152.0;0.031;1274543838.0;0.0862;6524051108.0;0.4411;4962.942584;1.001;4.958006585
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12763898.0;0.0036;3529974970.0;727.685;3.0;0.001;0.0;0.0;14821332440.0;3.055;24033126357.0;1.62;148.0;0.031;1270336279.0;0.0857;6558024943.0;0.4425;4850.967577;1.001;4.846151634
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12767291.0;0.0036;3529812228.0;651.833;3.0;0.001;0.0;0.0;15036599146.0;2.777;24029827466.0;1.6;152.0;0.028;1272158137.0;0.08460000000000001;6765791887.0;0.45;5415.208029;1.001;5.409878961
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12752171.0;0.0036;3530102807.0;710.491;4.0;0.001;0.0;0.0;14782214485.0;2.975;24024894814.0;1.63;150.0;0.03;1271083372.0;0.086;6515224183.0;0.4407;4968.537588;1.001;4.963606995
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12768709.0;0.0036;3530095058.0;735.396;3.0;0.001;0.0;0.0;14783858144.0;3.08;24031083690.0;1.63;154.0;0.032;1270800361.0;0.086;6515023378.0;0.4407;4800.26339;1.001;4.795505365
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12757268.0;0.0036;3528280054.0;709.246;4.0;0.001;2.0;0.0;14823530320.0;2.98;24030625348.0;1.62;152.0;0.031;1271642219.0;0.0858;6556414278.0;0.44229999999999997;4974.690031;1.001;4.969757295
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12778508.0;0.0036;3530207489.0;665.14;3.0;0.001;1.0;0.0;14780207568.0;2.785;24033671563.0;1.63;150.0;0.028;1274851118.0;0.0863;6509567859.0;0.4404;5307.464941;1.001;5.302156465
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12762050.0;0.0036;3530114003.0;717.409;3.0;0.001;0.0;0.0;14783990959.0;3.004;24031472188.0;1.63;150.0;0.03;1272109252.0;0.086;6517066959.0;0.44079999999999997;4920.643537;1.001;4.915760588
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12785204.0;0.0036;3530254434.0;719.231;3.0;0.001;0.0;0.0;14800272316.0;3.015;24031924373.0;1.62;150.0;0.031;1275239313.0;0.0862;6530124236.0;0.4412;4908.372431;1.001;4.903497719
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12781354.0;0.0036;3530173950.0;663.151;3.0;0.001;0.0;0.0;14817323688.0;2.783;24031069775.0;1.62;149.0;0.028;1271104952.0;0.0858;6553835737.0;0.44229999999999997;5323.331969;1.001;5.318046544
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12782441.0;0.0036;3530341053.0;672.184;4.0;0.001;0.0;0.0;14782022761.0;2.815;24032501042.0;1.63;152.0;0.029;1270760649.0;0.086;6511965937.0;0.44049999999999995;5252.047265;1.001;5.246849859
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12774421.0;0.0036;3530124860.0;733.173;4.0;0.001;0.0;0.0;14791435125.0;3.072;24031877046.0;1.62;151.0;0.031;1271950707.0;0.086;6526247140.0;0.4412;4814.859212;1.001;4.810081417
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12785730.0;0.0036;3530125543.0;716.779;3.0;0.001;0.0;0.0;14772785701.0;3.0;24032272409.0;1.63;147.0;0.03;1272091202.0;0.0861;6513787638.0;0.4409;4924.986877;1.001;4.920096483
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12768029.0;0.0036;3530111526.0;723.606;3.0;0.001;0.0;0.0;14794481370.0;3.033;24024997478.0;1.62;150.0;0.031;1270840802.0;0.0859;6526269340.0;0.4411;4878.502661;1.001;4.873660962
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12783523.0;0.0036;3529664292.0;729.34;3.0;0.001;0.0;0.0;14777480554.0;3.053;24029375838.0;1.63;154.0;0.032;1270608193.0;0.086;6509131351.0;0.44049999999999995;4839.533609;1.001;4.834796366
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12774044.0;0.0036;3529630183.0;708.348;4.0;0.001;0.0;0.0;14809034946.0;2.972;24029714512.0;1.62;151.0;0.03;1271756210.0;0.0859;6542095600.0;0.44179999999999997;4982.901212;1.001;4.97796276
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12788999.0;0.0036;3530196139.0;711.743;3.0;0.001;0.0;0.0;14815565480.0;2.987;24032011030.0;1.62;151.0;0.03;1273343137.0;0.0859;6552373365.0;0.44229999999999997;4959.931017;1.001;4.955009173
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12763396.0;0.0036;3530072002.0;715.919;3.0;0.001;0.0;0.0;14838635595.0;3.009;24032283317.0;1.62;148.0;0.03;1278009768.0;0.0861;6571093621.0;0.4428;4930.828759;1.001;4.925931011
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12763684.0;0.0036;3529957864.0;717.097;3.0;0.001;0.0;0.0;14814773618.0;3.01;24031143514.0;1.62;151.0;0.031;1274454855.0;0.086;6548592896.0;0.442;4922.568026;1.001;4.917691897
"./build/Benchmark/adevs_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"adevs_phold";4;4;1024;10;4000000;12760504.0;0.0036;3528568642.0;709.644;3.0;0.001;0.0;0.0;14822583854.0;2.981;24032320603.0;1.62;149.0;0.03;1292644809.0;0.0872;6546459016.0;0.44170000000000004;4972.308131;1.001;4.967337021
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12415008.0;0.0045000000000000005;2785474846.0;786.88;3.0;0.001;0.0;0.0;10222792052.0;2.888;19550024373.0;1.91;152.0;0.043;1283400059.0;0.1255;3482483063.0;0.3407;3539.898654;1.001;3.536692348
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12427570.0;0.0045000000000000005;2786039204.0;838.486;3.0;0.001;0.0;0.0;10156790283.0;3.057;19553849735.0;1.93;152.0;0.046;1259944634.0;0.124;3391067075.0;0.33390000000000003;3322.702045;1.001;3.319493802
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12389106.0;0.0044;2785905058.0;817.051;3.0;0.001;0.0;0.0;10155072062.0;2.978;19551759630.0;1.93;151.0;0.044;1260736947.0;0.1241;3396487171.0;0.3345;3409.708696;1.001;3.40645679
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12389375.0;0.0044;2784169223.0;822.047;3.0;0.001;0.0;0.0;10157000806.0;2.999;19553532322.0;1.93;151.0;0.045;1259111736.0;0.124;3391221107.0;0.33390000000000003;3386.872451;1.001;3.383587497
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12392162.0;0.0044;2786064006.0;817.556;3.0;0.001;0.0;0.0;10153289839.0;2.979;19553917404.0;1.93;151.0;0.044;1258231412.0;0.12390000000000001;3388885598.0;0.33380000000000004;3407.795054;1.001;3.404468284
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12402198.0;0.0045000000000000005;2786114098.0;825.698;20.0;0.006;2.0;0.001;10153844452.0;3.009;19552008433.0;1.93;150.0;0.044;1260998161.0;0.1242;3394404847.0;0.3343;3374.253257;1.001;3.371155885
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12412745.0;0.0045000000000000005;2786077933.0;763.14;9.0;0.002;1.0;0.0;10158451406.0;2.783;19553218982.0;1.92;153.0;0.042;1260211718.0;0.1241;3392116947.0;0.33390000000000003;3650.810401;1.001;3.647348676
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12418189.0;0.0045000000000000005;2786096585.0;817.297;3.0;0.001;0.0;0.0;10154205783.0;2.979;19553043342.0;1.93;151.0;0.044;1259658573.0;0.1241;3389780155.0;0.33380000000000004;3408.916383;1.001;3.405602436
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12400432.0;0.0045000000000000005;2786266222.0;764.055;3.0;0.001;0.0;0.0;10154930618.0;2.785;19553813385.0;1.93;152.0;0.042;1259154902.0;0.124;3389882152.0;0.33380000000000004;3646.680534;1.001;3.64311649
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12394029.0;0.0044;2785957200.0;834.586;3.0;0.001;0.0;0.0;10150098048.0;3.041;19554069544.0;1.93;149.0;0.045;1259298137.0;0.1241;3390286383.0;0.33399999999999996;3338.13128;1.001;3.334897543
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12380867.0;0.0044;2785368780.0;795.781;3.0;0.001;0.0;0.0;10298304705.0;2.942;19551205627.0;1.9;149.0;0.043;1324848153.0;0.1286;3512282743.0;0.3411;3500.171956;1.001;3.497000045
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12393612.0;0.0044;2786152499.0;814.964;3.0;0.001;0.0;0.0;10156908970.0;2.971;19547041870.0;1.92;153.0;0.045;1259307721.0;0.124;3391122417.0;0.33390000000000003;3418.742905;1.001;3.415422666
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12404529.0;0.0045000000000000005;2786122425.0;804.402;3.0;0.001;0.0;0.0;10154083925.0;2.932;19553615104.0;1.93;151.0;0.044;1258945774.0;0.124;3390894827.0;0.33390000000000003;3463.593469;1.001;3.460234533
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12370272.0;0.0044;2786102900.0;788.378;3.0;0.001;0.0;0.0;10156360755.0;2.874;19553509745.0;1.93;148.0;0.042;1257702573.0;0.12380000000000001;3392846462.0;0.33409999999999995;3533.968756;1.001;3.530536897
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12409259.0;0.0045000000000000005;2785994324.0;829.444;3.0;0.001;0.0;0.0;10155629762.0;3.024;19554242746.0;1.93;150.0;0.045;1258185741.0;0.12390000000000001;3390404961.0;0.33380000000000004;3358.868412;1.001;3.355613083
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12386556.0;0.0044;2785420343.0;807.849;3.0;0.001;0.0;0.0;10158993645.0;2.946;19549611801.0;1.92;151.0;0.044;1258533534.0;0.12390000000000001;3393856916.0;0.33409999999999995;3447.947853;1.001;3.444693746
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12438923.0;0.0045000000000000005;2785580161.0;808.842;3.0;0.001;0.0;0.0;10163219308.0;2.951;19550636217.0;1.92;149.0;0.043;1261173348.0;0.1241;3394350182.0;0.33399999999999996;3443.909894;1.001;3.440726907
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12388545.0;0.0044;2786043599.0;817.652;3.0;0.001;0.0;0.0;10160000450.0;2.982;19553792507.0;1.92;149.0;0.044;1260828439.0;0.1241;3393867303.0;0.33399999999999996;3407.370081;1.001;3.404067635
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12396073.0;0.0044;2786147131.0;817.07;3.0;0.001;0.0;0.0;10153389079.0;2.978;19553399074.0;1.93;149.0;0.044;1262241410.0;0.1243;3390538306.0;0.33390000000000003;3409.926647;1.001;3.406616556
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12405437.0;0.0045000000000000005;2786160120.0;808.621;3.0;0.001;1.0;0.0;10155774707.0;2.947;19553004219.0;1.93;149.0;0.043;1259802773.0;0.124;3394649505.0;0.3343;3445.571283;1.001;3.442202539
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12413937.0;0.0045000000000000005;2785878340.0;804.802;3.0;0.001;0.0;0.0;10153666393.0;2.933;19553443593.0;1.93;152.0;0.044;1253702948.0;0.1235;3387393862.0;0.3336;3461.571578;1.001;3.458211196
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12400784.0;0.0045000000000000005;2785253977.0;803.251;4.0;0.001;0.0;0.0;10156458404.0;2.929;19551569378.0;1.93;152.0;0.044;1258291771.0;0.12390000000000001;3388883159.0;0.3337;3467.478459;1.001;3.464360292
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12412544.0;0.0045000000000000005;2785763142.0;840.88;3.0;0.001;0.0;0.0;10159711315.0;3.067;19551905119.0;1.92;149.0;0.045;1260361586.0;0.1241;3395778767.0;0.3342;3312.915506;1.001;3.309716848
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12409620.0;0.0045000000000000005;2784802659.0;793.091;3.0;0.001;0.0;0.0;10167134503.0;2.896;19549799295.0;1.92;150.0;0.043;1262369762.0;0.1242;3403241071.0;0.3347;3511.327957;1.001;3.508121459
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12397561.0;0.0044;2786278294.0;764.017;2.0;0.001;0.0;0.0;10155492618.0;2.785;19554061407.0;1.93;150.0;0.041;1259666448.0;0.124;3389636188.0;0.33380000000000004;3646.878423;1.001;3.643287814
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12395245.0;0.0044;2786072480.0;817.332;3.0;0.001;0.0;0.0;10155560521.0;2.979;19553433827.0;1.93;148.0;0.043;1260031784.0;0.1241;3391023116.0;0.33390000000000003;3408.738264;1.001;3.40540061
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12485902.0;0.0045000000000000005;2786126800.0;800.271;3.0;0.001;1.0;0.0;10399734214.0;2.987;19552806787.0;1.88;148.0;0.043;1267842362.0;0.1219;4022480800.0;0.3868;3481.480852;1.001;3.478106564
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12410307.0;0.0045000000000000005;2785714815.0;841.073;3.0;0.001;0.0;0.0;10157643912.0;3.067;19542479746.0;1.92;150.0;0.045;1258653514.0;0.12390000000000001;3392483348.0;0.33399999999999996;3312.097155;1.001;3.309046746
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12405119.0;0.0045000000000000005;2785225139.0;808.991;2.0;0.001;0.0;0.0;10156056661.0;2.95;19553308526.0;1.93;150.0;0.044;1260063081.0;0.1241;3390609410.0;0.33390000000000003;3442.837854;1.001;3.439608305
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12380143.0;0.0044;2786042156.0;808.307;2.0;0.001;0.0;0.0;10144235294.0;2.943;19554100175.0;1.93;150.0;0.044;1257592472.0;0.124;3386982876.0;0.33390000000000003;3446.762582;1.001;3.443409849
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12394778.0;0.0044;2785925992.0;832.244;3.0;0.001;1.0;0.0;10214943797.0;3.052;19549025003.0;1.91;151.0;0.045;1280593042.0;0.12539999999999998;3475438932.0;0.34020000000000006;3347.487845;1.001;3.344267096
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12433445.0;0.0045000000000000005;2786038558.0;766.03;3.0;0.001;0.0;0.0;10161222473.0;2.794;19552063394.0;1.92;152.0;0.042;1261404593.0;0.1241;3395639220.0;0.3342;3636.981254;1.001;3.633447082
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12402846.0;0.0045000000000000005;2785696150.0;774.711;3.0;0.001;2.0;0.001;10956928412.0;3.047;19554470202.0;1.78;151.0;0.042;1423937037.0;0.13;4206758707.0;0.3839;3595.789012;1.001;3.592309581
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12404304.0;0.0045000000000000005;2785441611.0;840.752;2.0;0.001;0.0;0.0;10157877479.0;3.066;19553955604.0;1.93;148.0;0.045;1261207444.0;0.1242;3392172283.0;0.33390000000000003;3313.037481;1.001;3.309825887
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12461722.0;0.0045000000000000005;2786090288.0;795.461;3.0;0.001;1.0;0.0;10400779156.0;2.97;19553862791.0;1.88;153.0;0.044;1267531867.0;0.1219;4020892024.0;0.38659999999999994;3502.484484;1.001;3.499076227
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12376575.0;0.0044;2786255710.0;764.364;2.0;0.001;0.0;0.0;10144623510.0;2.783;19554040594.0;1.93;148.0;0.041;1256903542.0;0.12390000000000001;3387226154.0;0.33390000000000003;3645.195491;1.001;3.641638998
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12416877.0;0.0045000000000000005;2785864075.0;836.91;3.0;0.001;0.0;0.0;10154880617.0;3.051;19544442928.0;1.92;151.0;0.045;1258493614.0;0.12390000000000001;3388495477.0;0.3337;3328.749871;1.001;3.325548902
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12417116.0;0.0045000000000000005;2786219782.0;763.88;3.0;0.001;0.0;0.0;10156900182.0;2.785;19554170144.0;1.93;148.0;0.041;1259392583.0;0.124;3390274758.0;0.33380000000000004;3647.45901;1.001;3.643869981
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12394723.0;0.0044;2786171520.0;798.843;3.0;0.001;0.0;0.0;10153501812.0;2.911;19554738780.0;1.93;154.0;0.044;1257397544.0;0.12380000000000001;3389792223.0;0.33390000000000003;3487.760733;1.001;3.484361879
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12422633.0;0.0045000000000000005;2784779204.0;813.965;3.0;0.001;1.0;0.0;10393408846.0;3.038;19549772907.0;1.88;147.0;0.043;1307568133.0;0.1258;3631733219.0;0.3494;3421.251243;1.001;3.418069125
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12431513.0;0.0045000000000000005;2786096579.0;816.477;2.0;0.001;0.0;0.0;10163841925.0;2.979;19554696050.0;1.92;152.0;0.045;1264111773.0;0.1244;3393409798.0;0.33390000000000003;3412.339481;1.001;3.408990317
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12373019.0;0.0044;2786027057.0;830.971;3.0;0.001;0.0;0.0;10159971885.0;3.03;19553169850.0;1.92;150.0;0.045;1260190220.0;0.124;3393724448.0;0.33399999999999996;3352.735837;1.001;3.349504411
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12389838.0;0.0044;2786163974.0;804.356;3.0;0.001;0.0;0.0;10155533036.0;2.932;19553359856.0;1.93;153.0;0.044;1259230441.0;0.124;3391521604.0;0.33399999999999996;3463.84319;1.001;3.460468719
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12391131.0;0.0044;2785423154.0;795.091;3.0;0.001;0.0;0.0;10155315060.0;2.899;19548478078.0;1.92;151.0;0.043;1257838273.0;0.12390000000000001;3388944511.0;0.3337;3503.27718;1.001;3.499938522
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12404948.0;0.0045000000000000005;2785994415.0;833.431;3.0;0.001;0.0;0.0;10160315206.0;3.039;19553612586.0;1.92;150.0;0.045;1261093204.0;0.1241;3394015228.0;0.33399999999999996;3342.799677;1.001;3.3395583
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12398881.0;0.0045000000000000005;2786071009.0;813.694;2.0;0.001;0.0;0.0;10155236911.0;2.966;19553851421.0;1.93;151.0;0.044;1260668803.0;0.1241;3392596944.0;0.33409999999999995;3423.980523;1.001;3.420616241
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12409414.0;0.0045000000000000005;2786123190.0;808.727;3.0;0.001;0.0;0.0;10151799775.0;2.947;19553905049.0;1.93;152.0;0.044;1258743686.0;0.124;3388850562.0;0.33380000000000004;3445.073705;1.001;3.441727782
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12424423.0;0.0045000000000000005;2783978255.0;835.54;3.0;0.001;0.0;0.0;10157021419.0;3.048;19548635882.0;1.92;153.0;0.046;1258677407.0;0.12390000000000001;3389989660.0;0.33380000000000004;3331.952664;1.001;3.328943537
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12381376.0;0.0044;2786203309.0;763.951;3.0;0.001;0.0;0.0;10156480322.0;2.785;19554418785.0;1.93;148.0;0.041;1258648960.0;0.12390000000000001;3389269079.0;0.3337;3647.099124;1.001;3.643510772
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"adevs_phold";2;8;16;10;4000000;12398728.0;0.0045000000000000005;2785362890.0;792.217;3.0;0.001;1.0;0.0;10155862340.0;2.889;19550379836.0;1.93;153.0;0.044;1257392259.0;0.12380000000000001;3389386546.0;0.3337;3515.909717;1.001;3.51294349
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"adevs_phold";2;8;64;10;4000000;13174704.0;0.004699999999999999;2820387849.0;698.509;4.0;0.001;1.0;0.0;12074089381.0;2.99;19758332171.0;1.64;147.0;0.036;1614425684.0;0.13369999999999999;5252781662.0;0.435;4037.724811;1.001;4.03383943
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"adevs_phold";2;8;64;10;4000000;13117525.0;0.004699999999999999;2818347725.0;786.125;3.0;0.001;0.0;0.0;10419886220.0;2.906;19756708182.0;1.9;149.0;0.042;1269966171.0;0.1219;3566729766.0;0.3423;3585.113341;1.001;3.581704462
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"adevs_phold";2;8;64;10;4000000;13123880.0;0.004699999999999999;2820865882.0;753.696;2.0;0.001;0.0;0.0;10422539884.0;2.785;19757471770.0;1.9;149.0;0.04;1271520263.0;0.122;3568240880.0;0.34240000000000004;3742.708654;1.001;3.739014785
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"adevs_phold";2;8;64;10;4000000;13128495.0;0.004699999999999999;2820537848.0;780.071;3.0;0.001;0.0;0.0;10419324737.0;2.882;19760394688.0;1.9;152.0;0.042;1267639725.0;0.1217;3566339659.0;0.3423;3615.746638;1.001;3.612231535
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"adevs_phold";2;8;64;10;4000000;13153995.0;0.004699999999999999;2820488794.0;806.11;3.0;0.001;0.0;0.0;10422479456.0;2.979;19761569219.0;1.9;153.0;0.044;1273363851.0;0.1222;3567660865.0;0.3423;3498.888199;1.001;3.495459494
"./build/Benchmark/adevs_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"adevs_phold";2;8;64;10;4000000;13138801.0;0.004699999999999999;2820776110.0;753.61;3.0;0.001;0.0;0.0;10422464708.0;2.785;19755686140.0;1.9;149.0;0.04;1271692039.0;0.122;3570328046.0;0.34259999999999996;3743.019353;1.001;3.739413218
