 "command";"executable";"width";"depth";"end time" ;"branch-misses";"branch-misses (of all branches          (86.41%))";"branches";"branches (M/sec                    (85.84%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (87.41%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.61%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (84.64%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;19197130.0;0.0129;1489841490.0;827.321;5.0;0.003;8003.0;0.004;5148088448.0;2.859;5925765357.0;1.15;144.0;0.08;1179800770.0;0.22920000000000001;2230140288.0;0.43320000000000003;1800.802327;1.039;1.732896711
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17505573.0;0.011699999999999999;1492312717.0;803.234;12.0;0.006;8004.0;0.004;5059728890.0;2.723;5931025808.0;1.17;148.0;0.08;1103001194.0;0.218;2144707161.0;0.4239;1857.880785;1.038;1.789866731
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18298875.0;0.0123;1491103785.0;802.019;6.0;0.003;8002.0;0.004;5066021318.0;2.725;5932451431.0;1.17;148.0;0.08;1109853335.0;0.2191;2142928393.0;0.423;1859.188095;1.038;1.791111146
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17091112.0;0.0115;1487450615.0;827.779;9.0;0.005;8003.0;0.004;5048185897.0;2.809;5910997902.0;1.17;146.0;0.081;1106875294.0;0.2193;2173036428.0;0.4305;1796.917951;1.036;1.733743909
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17341856.0;0.0116;1489373299.0;801.779;17.0;0.009;8002.0;0.004;5050206399.0;2.719;5922076852.0;1.17;146.0;0.079;1103398295.0;0.21850000000000003;2162722483.0;0.4282;1857.584746;1.038;1.789398509
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17329172.0;0.0116;1490282934.0;801.932;8.0;0.004;8005.0;0.004;5062044826.0;2.724;5927940143.0;1.17;147.0;0.079;1109066960.0;0.2191;2148779137.0;0.42450000000000004;1858.365697;1.038;1.790194859
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;19427091.0;0.013000000000000001;1493234774.0;799.226;9.0;0.005;8003.0;0.004;5089159420.0;2.724;5936808069.0;1.17;148.0;0.079;1124303791.0;0.22089999999999999;2153724919.0;0.4232;1868.350137;1.04;1.79567915
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16324300.0;0.011000000000000001;1488274534.0;834.149;8.0;0.004;8002.0;0.004;5054204491.0;2.833;5915628371.0;1.17;145.0;0.081;1106861596.0;0.21899999999999997;2155105354.0;0.4264;1784.182076;1.038;1.719509378
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18549235.0;0.0124;1492720256.0;850.054;14.0;0.008;8004.0;0.005;5068883416.0;2.887;5942152651.0;1.17;149.0;0.085;1121515654.0;0.2213;2159289284.0;0.426;1756.029256;1.04;1.688299618
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16199011.0;0.0109;1488280085.0;837.41;17.0;0.01;8004.0;0.005;5049025723.0;2.841;5917704009.0;1.17;144.0;0.081;1113969183.0;0.2206;2166035328.0;0.429;1777.241053;1.037;1.713307815
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18009270.0;0.0121;1492763040.0;801.585;7.0;0.004;8002.0;0.004;5069867149.0;2.722;5937550031.0;1.17;146.0;0.078;1110689143.0;0.2191;2161961371.0;0.4264;1862.263422;1.04;1.790952132
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18189245.0;0.012199999999999999;1487587799.0;796.482;13.0;0.007;8003.0;0.004;5089565395.0;2.725;5915378876.0;1.16;147.0;0.079;1121758088.0;0.22039999999999998;2177558854.0;0.4278;1867.697192;1.036;1.80206192
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17289184.0;0.0116;1491334004.0;813.191;19.0;0.01;8002.0;0.004;5054529581.0;2.756;5930273219.0;1.17;148.0;0.081;1104307450.0;0.21850000000000003;2147195660.0;0.42479999999999996;1833.929058;1.038;1.767466724
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;15884801.0;0.0106;1492132090.0;832.794;12.0;0.007;8004.0;0.004;4999704424.0;2.79;5933962324.0;1.19;148.0;0.083;1078440806.0;0.2157;2116851472.0;0.42340000000000005;1791.718814;1.039;1.724019146
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17192661.0;0.0116;1488480222.0;813.072;11.0;0.006;8003.0;0.004;5036629719.0;2.751;5923519331.0;1.18;149.0;0.081;1102169206.0;0.2188;2137946373.0;0.42450000000000004;1830.685926;1.037;1.76573865
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17992510.0;0.0121;1488320122.0;798.167;7.0;0.004;8003.0;0.004;5100910272.0;2.736;5922354212.0;1.16;146.0;0.078;1148645738.0;0.22519999999999998;2190789015.0;0.42950000000000005;1864.671574;1.039;1.794567429
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17313823.0;0.0116;1487172748.0;845.914;10.0;0.006;8004.0;0.005;5041392441.0;2.868;5914584102.0;1.17;148.0;0.084;1101774501.0;0.21850000000000003;2143465322.0;0.4252;1758.065832;1.036;1.696439749
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;20508584.0;0.0138;1486524745.0;793.657;15.0;0.008;8003.0;0.004;5104054508.0;2.725;5905430867.0;1.16;145.0;0.077;1144396626.0;0.2242;2187456757.0;0.4286;1873.005532;1.036;1.807399314
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18897415.0;0.0127;1490543605.0;794.396;11.0;0.006;8004.0;0.004;5098096336.0;2.717;5930426259.0;1.16;146.0;0.078;1139175714.0;0.2235;2175798464.0;0.4268;1876.322269;1.038;1.806763478
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16331609.0;0.011000000000000001;1487160805.0;808.987;9.0;0.005;8006.0;0.004;5008336890.0;2.724;5911517869.0;1.18;147.0;0.08;1090022508.0;0.21760000000000002;2132118944.0;0.4257;1838.299218;1.037;1.773267845
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16994068.0;0.011399999999999999;1488264812.0;803.924;16.0;0.009;8002.0;0.004;5036514735.0;2.721;5919543554.0;1.18;147.0;0.079;1096057749.0;0.21760000000000002;2141261043.0;0.4251;1851.251134;1.038;1.783733116
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18107150.0;0.012199999999999999;1486976761.0;798.766;20.0;0.011;8003.0;0.004;5074772367.0;2.726;5910857772.0;1.16;147.0;0.079;1118281924.0;0.22039999999999998;2177528948.0;0.4291;1861.59176;1.035;1.799117381
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16771329.0;0.0113;1490059143.0;806.277;17.0;0.009;8003.0;0.004;5034154928.0;2.724;5920429669.0;1.18;146.0;0.079;1096845991.0;0.21789999999999998;2132201310.0;0.4235;1848.073499;1.038;1.781155748
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;16293754.0;0.0109;1493030231.0;852.085;11.0;0.006;8003.0;0.005;5054246879.0;2.885;5940075953.0;1.18;145.0;0.083;1116926347.0;0.221;2150500760.0;0.4255;1752.208018;1.041;1.682785935
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;15918514.0;0.010700000000000001;1487614263.0;810.224;20.0;0.011;8005.0;0.004;5030739861.0;2.74;5914707492.0;1.18;147.0;0.08;1104908143.0;0.21960000000000002;2152510359.0;0.4279;1836.053509;1.039;1.767543706
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;19195310.0;0.0129;1488846656.0;819.059;11.0;0.006;8003.0;0.004;5078791056.0;2.794;5918329674.0;1.17;143.0;0.079;1121161692.0;0.2208;2147939147.0;0.4229;1817.752466;1.037;1.752322898
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;17037407.0;0.011399999999999999;1489600771.0;860.92;10.0;0.006;8005.0;0.005;5016781687.0;2.899;5925384170.0;1.18;148.0;0.086;1082696516.0;0.2158;2111774452.0;0.42090000000000005;1730.242068;1.037;1.667747653
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;15937997.0;0.010700000000000001;1486169227.0;832.244;8.0;0.004;8003.0;0.004;5002975715.0;2.802;5909236410.0;1.18;147.0;0.082;1084667921.0;0.2168;2118560977.0;0.4235;1785.736884;1.037;1.72223668
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;14822139.0;0.01;1486389916.0;800.53;13.0;0.007;8003.0;0.004;5019079912.0;2.703;5910101572.0;1.18;146.0;0.079;1105671934.0;0.22030000000000002;2148280867.0;0.428;1856.756669;1.04;1.785983769
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 3 -t 4000000";"dxexmachina_devstone";3;3;4000000;18296311.0;0.0123;1486866505.0;852.025;6.0;0.003;8003.0;0.005;5046330806.0;2.892;5910040925.0;1.17;146.0;0.084;1112779969.0;0.2205;2145591440.0;0.4252;1745.097425;1.039;1.679867123
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;21902555.0;0.0111;1975384208.0;873.891;7.0;0.003;8003.0;0.004;6565239914.0;2.904;7790671882.0;1.19;149.0;0.066;1420622744.0;0.2164;2780269418.0;0.4235;2260.447414;1.032;2.18949484
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22078970.0;0.011200000000000002;1973283247.0;869.18;12.0;0.005;8003.0;0.004;6555611655.0;2.888;7785058152.0;1.19;153.0;0.067;1415172703.0;0.2159;2772116738.0;0.4229;2270.28111;1.032;2.199187251
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22577345.0;0.011399999999999999;1977021733.0;875.383;7.0;0.003;8002.0;0.004;6557515074.0;2.904;7805193196.0;1.19;152.0;0.067;1419408537.0;0.2165;2784203932.0;0.42460000000000003;2258.46471;1.033;2.18615369
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;21041367.0;0.010700000000000001;1973444333.0;853.754;8.0;0.003;8003.0;0.003;6661712771.0;2.882;7789204150.0;1.17;151.0;0.065;1490932594.0;0.2238;2886826550.0;0.43329999999999996;2311.489999;1.031;2.241224584
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;23041674.0;0.011699999999999999;1977374691.0;819.654;7.0;0.003;8002.0;0.003;6611711514.0;2.741;7807546542.0;1.18;150.0;0.062;1455846939.0;0.2202;2816653337.0;0.426;2412.449143;1.033;2.335353572
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20956980.0;0.0106;1976120959.0;872.801;9.0;0.004;8003.0;0.004;6575854946.0;2.904;7796985886.0;1.19;150.0;0.066;1444198305.0;0.21960000000000002;2825507417.0;0.42969999999999997;2264.114421;1.033;2.191719791
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22056861.0;0.011200000000000002;1976328666.0;847.315;25.0;0.011;8005.0;0.003;6609621932.0;2.834;7801561059.0;1.18;147.0;0.063;1446546597.0;0.2189;2822208082.0;0.42700000000000005;2332.461518;1.03;2.264870787
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;23060368.0;0.011699999999999999;1969673961.0;864.25;10.0;0.004;8006.0;0.004;6590909322.0;2.892;7773133755.0;1.18;153.0;0.067;1444218466.0;0.2191;2797137536.0;0.4244;2279.056827;1.032;2.207400939
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;28719448.0;0.014499999999999999;1974851648.0;824.779;10.0;0.004;8002.0;0.003;6747585087.0;2.818;7798056624.0;1.16;150.0;0.063;1559669751.0;0.2311;2924790774.0;0.4335;2394.401518;1.032;2.319696657
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;24146101.0;0.012199999999999999;1973930241.0;815.731;7.0;0.003;8003.0;0.003;6588927193.0;2.723;7788797418.0;1.18;153.0;0.063;1423339551.0;0.21600000000000003;2802142275.0;0.4253;2419.829241;1.032;2.343706825
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20461948.0;0.0104;1976714585.0;822.593;8.0;0.003;8005.0;0.003;6547383286.0;2.725;7799744313.0;1.19;153.0;0.064;1410965996.0;0.2155;2793367568.0;0.4266;2403.028238;1.033;2.325752979
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;23155796.0;0.011699999999999999;1975883421.0;854.041;5.0;0.002;8003.0;0.003;6575258670.0;2.842;7802180938.0;1.19;147.0;0.064;1410057908.0;0.2144;2783344164.0;0.4233;2313.569669;1.033;2.239265437
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;21894088.0;0.0111;1973003828.0;817.702;11.0;0.005;8004.0;0.003;6571117258.0;2.723;7787339407.0;1.19;147.0;0.061;1429595553.0;0.21760000000000002;2807056483.0;0.42719999999999997;2412.862674;1.032;2.337163008
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;19095229.0;0.0097;1973688219.0;869.226;9.0;0.004;8002.0;0.004;6515196949.0;2.869;7790291921.0;1.2;153.0;0.067;1404712541.0;0.21559999999999999;2781378545.0;0.4269;2270.626453;1.032;2.19988183
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22546153.0;0.011399999999999999;1974102603.0;815.583;12.0;0.005;8004.0;0.003;6599579558.0;2.727;7790615610.0;1.18;150.0;0.062;1443387808.0;0.2187;2825466171.0;0.42810000000000004;2420.478967;1.032;2.345218928
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;21804217.0;0.011000000000000001;1975099145.0;843.891;12.0;0.005;8003.0;0.003;6659765005.0;2.845;7789469300.0;1.17;154.0;0.066;1487803952.0;0.2234;2887926723.0;0.4336;2340.466484;1.031;2.269577546
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22723969.0;0.0115;1975088240.0;817.203;11.0;0.005;8004.0;0.003;6595350258.0;2.729;7794309268.0;1.18;149.0;0.062;1453075984.0;0.22030000000000002;2848182048.0;0.4318;2416.88674;1.033;2.339925596
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20377411.0;0.0103;1973101392.0;858.57;6.0;0.003;8005.0;0.003;6521321257.0;2.838;7784100571.0;1.19;148.0;0.064;1406159666.0;0.21559999999999999;2782154913.0;0.4266;2298.125708;1.03;2.231118806
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;18328667.0;0.009300000000000001;1970611376.0;852.118;10.0;0.004;8003.0;0.003;6529655907.0;2.824;7776199385.0;1.19;151.0;0.065;1413623273.0;0.2165;2789495847.0;0.42719999999999997;2312.604766;1.031;2.242478037
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;24471533.0;0.0124;1975573772.0;861.418;11.0;0.005;8003.0;0.003;6604920580.0;2.88;7795428475.0;1.18;152.0;0.066;1435894685.0;0.21739999999999998;2797488632.0;0.4235;2293.397374;1.033;2.220994458
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;23817442.0;0.0121;1974835346.0;872.764;10.0;0.004;8003.0;0.004;6562599633.0;2.9;7791424603.0;1.19;150.0;0.066;1410965346.0;0.215;2760561514.0;0.4207;2262.735738;1.032;2.192947425
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20013192.0;0.0101;1975960029.0;876.018;9.0;0.004;8004.0;0.004;6546878118.0;2.902;7797280384.0;1.19;153.0;0.068;1417865646.0;0.21660000000000001;2805158335.0;0.4285;2255.61565;1.033;2.183412353
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22302739.0;0.0113;1975527271.0;870.364;10.0;0.004;8003.0;0.004;6588648866.0;2.903;7791695205.0;1.18;152.0;0.067;1447141097.0;0.21960000000000002;2831015778.0;0.42969999999999997;2269.772194;1.033;2.19788479
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22227333.0;0.011200000000000002;1976044869.0;867.574;7.0;0.003;8003.0;0.004;6593587517.0;2.895;7796348773.0;1.18;154.0;0.068;1451989975.0;0.2202;2834457731.0;0.4299;2277.668023;1.033;2.205757056
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;21457215.0;0.0109;1972007240.0;866.602;15.0;0.007;8005.0;0.004;6606102486.0;2.903;7775471409.0;1.18;149.0;0.065;1444006974.0;0.2186;2838081068.0;0.4296;2275.564065;1.032;2.205223179
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20693995.0;0.0105;1971964174.0;873.513;8.0;0.004;8004.0;0.004;6554941392.0;2.904;7779981374.0;1.19;152.0;0.067;1425857923.0;0.2175;2801382317.0;0.4274;2257.508939;1.032;2.188320281
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;21732751.0;0.011000000000000001;1971667249.0;874.584;6.0;0.003;8004.0;0.004;6547991075.0;2.905;7775830713.0;1.19;153.0;0.068;1416893878.0;0.2164;2775415355.0;0.4239;2254.406402;1.031;2.185735976
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;23226872.0;0.0118;1975759806.0;848.603;9.0;0.004;8002.0;0.003;6640312922.0;2.852;7797051381.0;1.17;149.0;0.064;1460465614.0;0.21989999999999998;2863788650.0;0.4313;2328.25116;1.032;2.255749813
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20085619.0;0.0102;1970810980.0;851.315;13.0;0.006;8002.0;0.003;6609132207.0;2.855;7772958742.0;1.18;154.0;0.067;1469819332.0;0.2224;2856211534.0;0.4322;2315.019241;1.032;2.243506918
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;19335237.0;0.0098;1975523727.0;830.287;16.0;0.007;8003.0;0.003;6494833865.0;2.73;7798229716.0;1.2;150.0;0.063;1377562432.0;0.2121;2748344064.0;0.4232;2379.325877;1.034;2.300605325
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;23557905.0;0.011899999999999999;1975624323.0;820.078;22.0;0.009;8002.0;0.003;6565203134.0;2.725;7787676286.0;1.19;152.0;0.063;1412947601.0;0.2152;2764576947.0;0.4211;2409.06834;1.033;2.333161702
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;19449381.0;0.009899999999999999;1973328492.0;865.356;11.0;0.005;8004.0;0.004;6512311993.0;2.856;7781638824.0;1.19;154.0;0.068;1383411235.0;0.21239999999999998;2752578016.0;0.4227;2280.366526;1.03;2.213526376
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;23553531.0;0.011899999999999999;1974693851.0;816.952;9.0;0.004;8002.0;0.003;6586687286.0;2.725;7794096045.0;1.18;151.0;0.062;1431889008.0;0.21739999999999998;2805178817.0;0.42590000000000006;2417.149221;1.032;2.341756568
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;19420905.0;0.0098;1975313660.0;867.72;8.0;0.004;8002.0;0.004;6526484849.0;2.867;7793966919.0;1.19;151.0;0.066;1409360648.0;0.2159;2794041678.0;0.42810000000000004;2276.440131;1.032;2.204938353
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;23367200.0;0.0118;1974801734.0;839.043;7.0;0.003;8004.0;0.003;6585968487.0;2.798;7794281018.0;1.18;152.0;0.065;1441310919.0;0.2188;2790150315.0;0.42369999999999997;2353.635863;1.033;2.27870828
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22056960.0;0.011200000000000002;1973948374.0;823.162;18.0;0.008;8004.0;0.003;6626759392.0;2.763;7788605324.0;1.18;151.0;0.063;1467825422.0;0.22149999999999997;2862492938.0;0.43200000000000005;2398.006802;1.032;2.324033232
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;19062940.0;0.0097;1974246327.0;879.445;9.0;0.004;8004.0;0.004;6523069402.0;2.906;7792816710.0;1.19;155.0;0.069;1410259508.0;0.2162;2787465737.0;0.42729999999999996;2244.87834;1.033;2.173453743
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20542259.0;0.0104;1971442275.0;863.329;10.0;0.004;8004.0;0.004;6631058498.0;2.904;7772032946.0;1.17;151.0;0.066;1487007678.0;0.2242;2841410989.0;0.4285;2283.5362;1.032;2.213135398
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;19399738.0;0.0098;1971196841.0;871.452;8.0;0.004;8003.0;0.004;6526094017.0;2.885;7776000104.0;1.19;150.0;0.066;1421295673.0;0.21780000000000002;2805381584.0;0.4299;2261.968497;1.031;2.192907511
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20567500.0;0.0104;1975338598.0;849.064;9.0;0.004;8003.0;0.003;6494465528.0;2.792;7793924074.0;1.2;154.0;0.066;1382258338.0;0.21280000000000002;2726329143.0;0.41979999999999995;2326.488351;1.032;2.25492364
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22159675.0;0.011200000000000002;1975872357.0;805.593;8.0;0.003;8002.0;0.003;6703293940.0;2.733;7793626882.0;1.16;154.0;0.063;1511963761.0;0.2256;2935179871.0;0.4379;2452.693605;1.031;2.377925487
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;19869742.0;0.0101;1976438371.0;838.684;10.0;0.004;8003.0;0.003;6595395930.0;2.799;7803312930.0;1.18;150.0;0.064;1451570980.0;0.22010000000000002;2857208237.0;0.43320000000000003;2356.59402;1.033;2.281497955
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;21318435.0;0.0108;1970385739.0;852.834;11.0;0.005;8004.0;0.003;6587397299.0;2.851;7774156350.0;1.18;148.0;0.064;1446109310.0;0.2195;2827570327.0;0.4292;2310.396434;1.032;2.238522294
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22019872.0;0.011200000000000002;1972207695.0;874.096;10.0;0.004;8004.0;0.004;6562308786.0;2.908;7783135797.0;1.19;153.0;0.068;1436259612.0;0.2189;2801703456.0;0.4269;2256.283417;1.032;2.187185491
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;20956255.0;0.0106;1977451681.0;807.917;12.0;0.005;8003.0;0.003;6667823654.0;2.724;7803824699.0;1.17;152.0;0.062;1489519159.0;0.2234;2915234289.0;0.4372;2447.59384;1.032;2.371125793
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;21389168.0;0.0108;1973359962.0;822.216;12.0;0.005;8002.0;0.003;6536202080.0;2.723;7787418898.0;1.19;152.0;0.063;1402071949.0;0.2145;2768419171.0;0.4236;2400.051334;1.032;2.32499707
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22976723.0;0.0116;1976877467.0;822.746;11.0;0.005;8002.0;0.003;6722968189.0;2.798;7806637452.0;1.16;149.0;0.062;1534788622.0;0.22829999999999998;2950254612.0;0.4388;2402.778763;1.032;2.327855319
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;18698785.0;0.0095;1974022355.0;881.127;8.0;0.004;8003.0;0.004;6494546953.0;2.899;7788591434.0;1.2;150.0;0.067;1382878865.0;0.21289999999999998;2749731337.0;0.42340000000000005;2240.336888;1.033;2.169643421
"./build/Benchmark/dxexmachina_devstone classic  -w 4 -d 3 -t 4000000";"dxexmachina_devstone";4;3;4000000;22090761.0;0.011200000000000002;1976565424.0;840.457;10.0;0.004;8004.0;0.003;6553375331.0;2.787;7801744130.0;1.19;153.0;0.065;1409739607.0;0.2151;2783429595.0;0.42469999999999997;2351.774617;1.033;2.276051901
